"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"1456",3129966400,"37beb6ea-e591-41e3-b781-e384250dc42c","dddef614-ae89-4b9b-870f-0a58b67ef840","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.745,145.0779,10,NA,NA,NA,NA,NA,"1975-09-08",8,9,1975,2497921,2497921,"PRESERVED_SPECIMEN","","","3900938","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:54:27.972,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1457",3129942989,"37beb6ea-e591-41e3-b781-e384250dc42c","e53dfddb-7ed9-4525-870b-85162a92c8a2","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-36.647,142.0927,10,NA,NA,NA,NA,NA,"1979-11-29",29,11,1979,2497921,2497921,"PRESERVED_SPECIMEN","","","3901630","","",NA,"CC_BY_4_0","","","","",2024-01-25 06:53:38.066,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1458",3129916484,"37beb6ea-e591-41e3-b781-e384250dc42c","d4c33373-7902-4383-bbb0-b0761da66bea","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7509,144.8962,100,NA,NA,NA,NA,NA,"1975-10-28",28,10,1975,2497921,2497921,"PRESERVED_SPECIMEN","","","3900954","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:58:32.153,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1459",3129822327,"37beb6ea-e591-41e3-b781-e384250dc42c","bac66f16-6d8e-455d-9bb6-00000d28e7ce","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7484,145.0013,180,NA,NA,NA,NA,NA,"1973-05-10",10,5,1973,2497921,2497921,"PRESERVED_SPECIMEN","","","3900860","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:58:09.414,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1460",3129819513,"37beb6ea-e591-41e3-b781-e384250dc42c","be67bfa3-cb8c-4eda-9703-d0862ae1bfbf","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-38.2901,144.543,450,NA,NA,NA,NA,NA,"1986-01-01/1987-10-01",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","","","3898352","","",NA,"CC_BY_4_0","","","","",2024-01-25 06:53:49.982,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1461",3129767386,"37beb6ea-e591-41e3-b781-e384250dc42c","af7ca9d2-b9c1-4bf9-aa5b-e2cd6388abeb","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7068,144.4596,450,NA,NA,NA,NA,NA,"1970-08-11",11,8,1970,2497921,2497921,"PRESERVED_SPECIMEN","","","3900786","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:57:56.908,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1462",3129764636,"37beb6ea-e591-41e3-b781-e384250dc42c","a9b0d5b3-e668-4f93-a040-4e80c7b7d3ab","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.9735,144.5596,90,NA,NA,NA,NA,NA,"1970-11-06",6,11,1970,2497921,2497921,"PRESERVED_SPECIMEN","","","3900808","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:57:39.137,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1463",3129753049,"37beb6ea-e591-41e3-b781-e384250dc42c","afcab28b-cb31-40d0-8c75-9287e77231d5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7901,147.4596,450,NA,NA,NA,NA,NA,"1985-01-01/1986-09-30",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","","","3898477","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:57:44.653,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1464",3129750860,"37beb6ea-e591-41e3-b781-e384250dc42c","acea0090-ac5b-4928-a8a1-cabf3acb7541","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7626,145.1672,10,NA,NA,NA,NA,NA,"1970-08-27",27,8,1970,2497921,2497921,"PRESERVED_SPECIMEN","","","3900790","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:52:17.524,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1465",3129732310,"37beb6ea-e591-41e3-b781-e384250dc42c","9c863899-f0ee-4aa1-a609-c614856f7d97","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7068,145.4596,450,NA,NA,NA,NA,NA,"1976-04-08",8,4,1976,2497921,2497921,"PRESERVED_SPECIMEN","","","3900994","","",NA,"CC_BY_4_0","","Cherry, Keith","","",2024-01-25 07:02:47.022,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1466",3129712423,"37beb6ea-e591-41e3-b781-e384250dc42c","9d7769a2-47ee-429a-b399-cbc491858bf9","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.6901,144.5096,90,NA,NA,NA,NA,NA,"1981-06-24",24,6,1981,2497921,2497921,"PRESERVED_SPECIMEN","","","3901512","","",NA,"CC_BY_4_0","","","","",2024-01-25 06:57:22.248,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1467",3129582501,"37beb6ea-e591-41e3-b781-e384250dc42c","7a382b6a-668d-44c5-bd17-a6f7f613df63","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.8735,144.043,450,NA,NA,NA,NA,NA,"1977-04-03",3,4,1977,2497921,2497921,"PRESERVED_SPECIMEN","","","3901278","","",NA,"CC_BY_4_0","","Taylor, Mavis","","",2024-01-25 06:56:39.804,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1468",3129488107,"37beb6ea-e591-41e3-b781-e384250dc42c","624dca1f-6f5b-4b88-b79f-ad8032525cf8","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7734,145.0929,90,NA,NA,NA,NA,NA,"1970-08-20",20,8,1970,2497921,2497921,"PRESERVED_SPECIMEN","","","3900789","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:56:30.562,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1469",3129487580,"37beb6ea-e591-41e3-b781-e384250dc42c","5c936012-bc89-4705-b927-bf112568ad51","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7088,145.0675,10,NA,NA,NA,NA,NA,"1975-09-08",8,9,1975,2497921,2497921,"PRESERVED_SPECIMEN","","","3900937","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:56:29.444,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1470",3129478669,"37beb6ea-e591-41e3-b781-e384250dc42c","5c055009-5a52-4235-8ef8-794fbec48fd0","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.2901,147.7096,450,NA,NA,NA,NA,NA,"1977-10-18",18,10,1977,2497921,2497921,"PRESERVED_SPECIMEN","","","3901191","","",NA,"CC_BY_4_0","","Gilmore, Sandy","","",2024-01-25 06:51:58.979,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1471",3129425105,"37beb6ea-e591-41e3-b781-e384250dc42c","56e053ac-c5fa-48fe-8315-815cabcb53b0","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.6818,144.9346,180,NA,NA,NA,NA,NA,"1970-07-27",27,7,1970,2497921,2497921,"PRESERVED_SPECIMEN","","","3900779","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:56:17.676,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1472",3129394965,"37beb6ea-e591-41e3-b781-e384250dc42c","49eff096-b8fc-4991-a4cc-953abc8d7419","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-38.2068,142.4597,450,NA,NA,NA,NA,NA,"1986-05-17",17,5,1986,2497921,2497921,"PRESERVED_SPECIMEN","","","3898508","","",NA,"CC_BY_4_0","","Bennett, Andrew","","",2024-01-25 06:51:45.609,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1473",3129373023,"37beb6ea-e591-41e3-b781-e384250dc42c","3ff93e46-240d-4390-bb59-fe054820d0e1","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.9568,142.543,450,NA,NA,NA,NA,NA,"1984-08-06",6,8,1984,2497921,2497921,"PRESERVED_SPECIMEN","","","3901326","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:51:19.268,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1474",3129360018,"37beb6ea-e591-41e3-b781-e384250dc42c","3ee3fa1f-ebbd-4545-a70b-01176243a665","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.7401,145.1096,90,NA,NA,NA,NA,NA,"1970-09-29",29,9,1970,2497921,2497921,"PRESERVED_SPECIMEN","","","3900795","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:55:55.607,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1475",3129348583,"37beb6ea-e591-41e3-b781-e384250dc42c","39d4e305-a655-49a5-a49b-f2440cd34ab9","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-36.7901,142.3096,90,NA,NA,NA,NA,NA,"1979-11-29",29,11,1979,2497921,2497921,"PRESERVED_SPECIMEN","","","3901631","","",NA,"CC_BY_4_0","","","","",2024-01-25 06:51:33.983,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1476",3129319096,"37beb6ea-e591-41e3-b781-e384250dc42c","353e8069-5843-4baa-b360-2f16437404a0","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-38.2901,142.3763,450,NA,NA,NA,NA,NA,"1984-11-16",16,11,1984,2497921,2497921,"PRESERVED_SPECIMEN","","","3901319","","",NA,"CC_BY_4_0","","Anderson, Ranald","","",2024-01-25 06:51:10.684,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1477",3129307232,"37beb6ea-e591-41e3-b781-e384250dc42c","36b86e9c-f15f-444d-b4a5-245c68851254","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.8734,147.8762,450,NA,NA,NA,NA,NA,"1985-01-01/1986-09-30",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","","","3898478","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:55:17.612,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1478",3129297808,"37beb6ea-e591-41e3-b781-e384250dc42c","3093e6f6-327a-4061-bd7e-9353f7d79f33","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-38.3735,142.4597,450,NA,NA,NA,NA,NA,"1985-08-31",31,8,1985,2497921,2497921,"PRESERVED_SPECIMEN","","","3898623","","",NA,"CC_BY_4_0","","","","",2024-01-25 06:51:27.263,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1479",3129294969,"37beb6ea-e591-41e3-b781-e384250dc42c","3346bd57-1f06-4824-9b1d-fa01e8343f8c","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.8564,145.291,10,NA,NA,NA,NA,NA,"1975-08-27",27,8,1975,2497921,2497921,"PRESERVED_SPECIMEN","","","3900932","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:51:29.424,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1480",3129291140,"37beb6ea-e591-41e3-b781-e384250dc42c","2ae174a1-1095-4b06-b628-b903e4221687","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-38.3318,142.3347,900,NA,NA,NA,NA,NA,"1984-02-02",2,2,1984,2497921,2497921,"PRESERVED_SPECIMEN","","","3901371","","",NA,"CC_BY_4_0","","Anderson, Ranald","","",2024-01-25 06:51:07.757,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1481",3129239656,"37beb6ea-e591-41e3-b781-e384250dc42c","1a2b022d-e2a0-4a07-96f0-d1ba06ae64b1","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","New South Wales","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-34.6434,145.0323,10,NA,NA,NA,NA,NA,"1985-05-02",2,5,1985,2497921,2497921,"PRESERVED_SPECIMEN","","","5337670","","",NA,"CC_BY_4_0","","Johnson, Peter","","",2024-01-25 06:51:11.839,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1482",3129228262,"37beb6ea-e591-41e3-b781-e384250dc42c","206ff7ab-3890-4d69-914c-cce327fd4fff","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-36.7901,145.1263,450,NA,NA,NA,NA,NA,"1981-05-07",7,5,1981,2497921,2497921,"PRESERVED_SPECIMEN","","","3901502","","",NA,"CC_BY_4_0","","","","",2024-01-25 06:51:03.7,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1483",3129217251,"37beb6ea-e591-41e3-b781-e384250dc42c","1fa95d9d-0f6b-4bdc-8d29-0ad7e2b8b652","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","","Victoria","PRESENT",NA,"a4ee8241-94f8-40b8-8c47-31aaf9430c90",-37.8735,144.8763,450,NA,NA,NA,NA,NA,"1970-09-16",16,9,1970,2497921,2497921,"PRESERVED_SPECIMEN","","","3900793","","",NA,"CC_BY_4_0","","Others, Staff","","",2024-01-25 06:54:57.54,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"1484",3127270322,"39905320-6c8a-11de-8226-b8a03c50a862","0be35aef-f11c-4ac7-bfab-d6775794216b","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","Gould","AU","St Leonards, Bluff Rd","Victoria","PRESENT",1,"4cff2aca-5ce5-4028-88e6-d79b6449173a",-38.1882,144.69,NA,NA,NA,NA,NA,NA,"2020-08-29",29,8,2020,2497921,2497921,"PRESERVED_SPECIMEN","NMV","Ornithology","B35729","","",NA,"CC0_1_0","Museums Victoria","Fyfe, Judy","","",2024-01-25 06:46:32.387,"","CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;INSTITUTION_COLLECTION_MISMATCH"
"1485",3114718567,"962f59bc-f762-11e1-a439-00145eb45e9a","DSS00439000020QJ","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","L.","LU","Reidenerstroos,","","PRESENT",NA,"75642970-f855-11dd-8235-b8a03c50a862",49.7642,5.8623,NA,NA,NA,NA,NA,NA,"2009-05-03",3,5,2009,2497921,2497921,"PRESERVED_SPECIMEN","","MNHNL-ZOO-VERT-Aves","MNHNL100216 | MNHNL100378","","Jean Krips",NA,"CC0_1_0","","Jean Krips","","",2024-01-25 11:18:28.051,"StillImage","COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES"
"1486",3079338302,"889c91a3-614f-4355-8df8-b6d0260a118c","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259384.b","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba (Scopoli, 1769)","(Scopoli, 1769)","NL","Middenmeer","North Holland","PRESENT",1,"396d5f30-dea9-11db-8ab4-b8a03c50a862",52.782421,5.05889,NA,NA,NA,NA,NA,NA,"2019-12-29",29,12,2019,2497921,2497921,"PRESERVED_SPECIMEN","","Aves","RMNH.AVES.259384.b","","",NA,"CC0_1_0","Naturalis Biodiversity Center","Graaf-Haarsma M. de","","",2024-03-08 04:40:32.848,"","CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
"1487",3079337301,"889c91a3-614f-4355-8df8-b6d0260a118c","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259384.c","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba (Scopoli, 1769)","(Scopoli, 1769)","NL","Middenmeer","North Holland","PRESENT",1,"396d5f30-dea9-11db-8ab4-b8a03c50a862",52.782421,5.05889,NA,NA,NA,NA,NA,NA,"2019-12-29",29,12,2019,2497921,2497921,"PRESERVED_SPECIMEN","","Aves","RMNH.AVES.259384.c","","",NA,"CC0_1_0","Naturalis Biodiversity Center","Graaf-Haarsma M. de","","",2024-03-08 04:40:32.605,"","CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
"1488",3079335302,"889c91a3-614f-4355-8df8-b6d0260a118c","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259384.a","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba (Scopoli, 1769)","(Scopoli, 1769)","NL","Middenmeer","North Holland","PRESENT",1,"396d5f30-dea9-11db-8ab4-b8a03c50a862",52.782421,5.05889,NA,NA,NA,NA,NA,NA,"2019-12-29",29,12,2019,2497921,2497921,"PRESERVED_SPECIMEN","","Aves","RMNH.AVES.259384.a","","",NA,"CC0_1_0","Naturalis Biodiversity Center","Graaf-Haarsma M. de","","",2024-03-08 04:40:32.641,"","CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
"1489",3068785534,"ba0c03ab-fa61-4a3c-8db7-35c8c3454168","http://coldb.mnhn.fr/catalognumber/mnhn/zo/2020-359","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba (Scopoli, 1769)","(Scopoli, 1769)","FR","Les Avenières","Auvergne Rhône-Alpes","PRESENT",NA,"2cd829bb-b713-433d-99cf-64bef11e5b3e",45.64,5.56,NA,NA,235,NA,NA,NA,"2018-05-31",31,5,2018,2497921,2497921,"PRESERVED_SPECIMEN","MNHN","ZO","2020-359","","",NA,"CC_BY_4_0","","Anonyme","","",2024-03-06 12:48:59.352,"","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY"
