"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"663",686305242,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f38b717e-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","10 mi. N. Speedway off Silverbell Rd, Tucson","Arizona","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",32.350098,-111.103339,1774.46,NA,NA,NA,NA,NA,"1965-04-15",15,4,1965,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","103455","","",NA,"CC_BY_4_0","","Crossin, R.","","",2024-03-05 01:27:24.772,"","INSTITUTION_COLLECTION_MISMATCH"
"664",686305241,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f38b6df1-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","30 mi. NE Douglas","Arizona","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",31.65245,-109.186589,21110.22,NA,NA,NA,NA,NA,"1970-10-10",10,10,1970,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","103454","","",NA,"CC_BY_4_0","","Crossin, R.","","",2024-03-05 01:27:24.748,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"665",686302724,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f34ed5f4-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","McKays Ranch (Sheepy Creek Ridge) 3  mi. E Dorris","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",41.962219,-121.862851,5253,NA,NA,NA,NA,NA,"1962-02-09",9,2,1962,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","100874","","",NA,"CC_BY_4_0","","Hines, J.","","",2024-03-05 01:27:24.617,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"666",686302257,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f33590f2-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","2 mi S, 1/2 mi W, Udall","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",37.373704,-97.127209,1624,NA,NA,NA,NA,NA,"1961-09-21",21,9,1961,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","100397","","",NA,"CC_BY_4_0","","Thompson, M.","","",2024-03-05 01:27:24.539,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"667",686302084,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f3339bb7-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Decatur","Alabama","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",34.576974,-86.993866,6205,NA,NA,NA,NA,NA,"1956-08-30",30,8,1956,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","100191","","",NA,"CC_BY_4_0","","Baker, Maurice","","",2024-03-05 01:27:24.546,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"668",686300441,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f1fc3543-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","along highway 99W","Oregon","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",44.897698,-123.228838,11213.56,NA,NA,NA,NA,NA,"2002-03-18",18,3,2002,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","94398","","",NA,"CC_BY_4_0","","","","",2024-03-05 01:27:24.402,"","INSTITUTION_COLLECTION_MISMATCH"
"669",686294944,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f13fd7d7-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Geuda Springs, NE","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",37.113515,-97.148838,301,NA,NA,NA,NA,NA,"2001-05-30",30,5,2001,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","92309","","",NA,"CC_BY_4_0","","Highfil, K.","","",2024-03-05 01:27:24.323,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"670",686283349,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","ee8e10ce-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Nicasio","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.061028,-122.697631,2542,NA,NA,NA,NA,NA,"1902-04-06",6,4,1902,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","74489","","",NA,"CC_BY_4_0","","Allen, C.","","",2024-03-05 01:27:23.731,"","RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"671",686283312,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","efe05e8b-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","San Diego","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",32.782656,-117.13623,32989,NA,NA,NA,NA,NA,"",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","81719","","",NA,"CC_BY_4_0","","Chandler, R.","","",2024-03-05 01:27:23.923,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"672",686283310,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","efd8cea4-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","My Carmel Ranch, 1.3 mi E Hwy 5","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",33.017864,-116.837578,84491,NA,NA,NA,NA,NA,"1980-07-30",30,7,1980,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","81060","","",NA,"CC_BY_4_0","","Chandler, R.","","",2024-03-05 01:27:23.913,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"673",686283309,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","efd8cad8-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",33.017864,-116.837578,84491,NA,NA,NA,NA,NA,"",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","81059","","",NA,"CC_BY_4_0","","Chandler, R.","","",2024-03-05 01:27:24.041,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"674",686283308,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","efd8c121-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",33.017864,-116.837578,84491,NA,NA,NA,NA,NA,"",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","81056","","",NA,"CC_BY_4_0","","Chandler, R.","","",2024-03-05 01:27:23.895,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"675",686283307,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","efd8b63f-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","California","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",33.017864,-116.837578,84491,NA,NA,NA,NA,NA,"",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","81053","","",NA,"CC_BY_4_0","","Chandler, R.","","",2024-03-05 01:27:23.912,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"676",686283298,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e62b9bf2-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",39.785508,-101.075574,37404,NA,NA,NA,NA,NA,"1937-07-10",10,7,1937,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","22249","","",NA,"CC_BY_4_0","","TIEMEIER, O.","","",2024-03-05 01:27:21.894,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"677",686283297,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e6220d8e-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",39.785508,-101.075574,37404,NA,NA,NA,NA,NA,"1936-07-30",30,7,1936,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","21703","","",NA,"CC_BY_4_0","","TIEMEIER, O.","","",2024-03-05 01:27:21.878,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"678",686283294,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e5fd44e3-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.9042,-95.279884,26597,NA,NA,NA,NA,NA,"1932-07-07",7,7,1932,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","20099","","",NA,"CC_BY_4_0","","Baumgartner, F","","",2024-03-05 01:27:21.85,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"679",686283293,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e5fd4217-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.9042,-95.279884,26597,NA,NA,NA,NA,NA,"1932-07-02",2,7,1932,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","20097","","",NA,"CC_BY_4_0","","Baumgartner, F","","",2024-03-05 01:27:21.809,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"680",686283292,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e5fd4105-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.9042,-95.279884,26597,NA,NA,NA,NA,NA,"1932-07-16",16,7,1932,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","20096","","",NA,"CC_BY_4_0","","Baumgartner, F","","",2024-03-05 01:27:21.804,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"681",686283291,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e5fd3f73-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.9042,-95.279884,26597,NA,NA,NA,NA,NA,"1932-07-11",11,7,1932,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","20095","","",NA,"CC_BY_4_0","","Baumgartner, F","","",2024-03-05 01:27:22.165,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"682",686283290,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e5f9ea7c-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Indiana","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",39.779489,-86.132462,23443,NA,NA,NA,NA,NA,"1932-09-09",9,9,1932,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","19603","","",NA,"CC_BY_4_0","","Baumgartner, F","","",2024-03-05 01:27:22.26,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"683",686283289,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e5f7d620-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Indiana","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",39.779489,-86.132462,23443,NA,NA,NA,NA,NA,"1932-09-09",9,9,1932,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","19392","","",NA,"CC_BY_4_0","","Baumgartner, F","","",2024-03-05 01:27:22.296,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"684",686283286,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e5deeec9-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.9042,-95.279884,26597,NA,NA,NA,NA,NA,"1928-09-28",28,9,1928,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","17776","","",NA,"CC_BY_4_0","","","","",2024-03-05 01:27:22.183,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"685",686283282,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e48f8e5a-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.9042,-95.279884,26597,NA,NA,NA,NA,NA,"1921-12-01",1,12,1921,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","11892","","",NA,"CC_BY_4_0","","","","",2024-03-05 01:27:21.539,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"686",686283281,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","e48f8d08-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","N/A","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.9042,-95.279884,26597,NA,NA,NA,NA,NA,"1921-11-30",30,11,1921,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","11891","","",NA,"CC_BY_4_0","","","","",2024-03-05 01:27:22.057,"","COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH"
"687",686234397,"e635240a-3cb1-4d26-ab87-57d8c7afdfdb","f2214346-7b47-11e4-8ef3-782bcb9cd5b5","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Lawrence, 1 mi. S; Baker Wetlands","Kansas","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",38.92228,-95.23277,1038,NA,NA,NA,NA,NA,"2003-07-01",1,7,2003,2497921,2497921,"PRESERVED_SPECIMEN","KU","KUO","95772","","",NA,"CC_BY_4_0","","Boyd, R.","","",2024-03-05 01:27:24.5,"","RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH"
"688",684428819,"9f17221a-195b-4005-8773-683fcdf559e8","MACN:MACN-Or:41574","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","AR","Concepción","Tucumán","PRESENT",NA,"2e4af590-37d0-11d9-8439-b8a03c50a862",-27.352036,-65.596112,2247.06,NA,NA,NA,NA,NA,"",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","MACN","MACN-Or","41574","","",NA,"CC_BY_4_0","","","","",2024-01-24 22:57:05.697,"","COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"689",684428818,"9f17221a-195b-4005-8773-683fcdf559e8","MACN:MACN-Or:41575","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","AR","Concepción","Tucumán","PRESENT",NA,"2e4af590-37d0-11d9-8439-b8a03c50a862",-27.352036,-65.596112,2247.06,NA,NA,NA,NA,NA,"",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","MACN","MACN-Or","41575","","",NA,"CC_BY_4_0","","","","",2024-01-24 22:57:05.698,"","COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"690",684428817,"9f17221a-195b-4005-8773-683fcdf559e8","MACN:MACN-Or:41576","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","AR","Concepción","Tucumán","PRESENT",NA,"2e4af590-37d0-11d9-8439-b8a03c50a862",-27.352036,-65.596112,2247.06,NA,NA,NA,NA,NA,"",NA,NA,NA,2497921,2497921,"PRESERVED_SPECIMEN","MACN","MACN-Or","41576","","",NA,"CC_BY_4_0","","","","",2024-01-24 22:57:05.699,"","COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"691",675376280,"b6015b60-6f96-43a9-88e5-2f41854e8f07","urn:catalog:TCWC:Birds:16632","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","SH 21, ca. 1 mi. E Hayter Hall, dor C. & R. Webb","Texas","PRESENT",NA,"2b8e48b0-812d-11de-86fe-b8a03c50a862",28.267779,-100.017122,NA,NA,NA,NA,NA,NA,"2008-06-08",8,6,2008,2497921,2497921,"PRESERVED_SPECIMEN","TCWC","Birds","16632","7642","",NA,"CC0_1_0","","Arnold, K.A.","","",2024-01-25 12:51:07.641,"","GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"692",675340475,"b6015b60-6f96-43a9-88e5-2f41854e8f07","urn:catalog:TCWC:Birds:15405","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Robstown, Residence","Texas","PRESENT",NA,"2b8e48b0-812d-11de-86fe-b8a03c50a862",27.79,-97.66861,NA,NA,NA,NA,NA,NA,"2009-01-06",6,1,2009,2497921,2497921,"PRESERVED_SPECIMEN","TCWC","Birds","15405","6","",NA,"CC0_1_0","","2009","","",2024-01-25 12:51:07.544,"","GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"693",675339950,"b6015b60-6f96-43a9-88e5-2f41854e8f07","urn:catalog:TCWC:Birds:14791","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Robstown","Texas","PRESENT",NA,"2b8e48b0-812d-11de-86fe-b8a03c50a862",27.79,-97.66861,NA,NA,NA,NA,NA,NA,"2009-01-06",6,1,2009,2497921,2497921,"PRESERVED_SPECIMEN","TCWC","Birds","14791","005","",NA,"CC0_1_0","","2009","","",2024-01-25 12:51:07.522,"","GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"694",675339948,"b6015b60-6f96-43a9-88e5-2f41854e8f07","urn:catalog:TCWC:Birds:14790","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Portland","Texas","PRESENT",NA,"2b8e48b0-812d-11de-86fe-b8a03c50a862",27.87694,-97.32361,NA,NA,NA,NA,NA,NA,"2008-02-20",20,2,2008,2497921,2497921,"PRESERVED_SPECIMEN","TCWC","Birds","14790","006","",NA,"CC0_1_0","","2009","","",2024-01-25 12:51:18.512,"","GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"695",675339710,"b6015b60-6f96-43a9-88e5-2f41854e8f07","urn:catalog:TCWC:Birds:14670","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","ca. 8mi W Marathon","Texas","PRESENT",NA,"2b8e48b0-812d-11de-86fe-b8a03c50a862",30.205,-103.24417,NA,NA,NA,NA,NA,NA,"2004-06-20",20,6,2004,2497921,2497921,"PRESERVED_SPECIMEN","TCWC","Birds","14670","1217","",NA,"CC0_1_0","","Stone, B.; Marks, B.D.","","",2024-01-25 12:51:07.553,"","GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"696",673099750,"3a339645-d3b4-40aa-b891-f9c92dc554d8","urn:catalog:CRCM:Birds:10-673","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Moscow-Pullman Hwy. at Airport Road, S side of Road, Pullman, Whitman Co., Washington","Washington","PRESENT",NA,"7c7b6440-94d1-11dd-bdb1-b8a03c50a862",46.721551,-117.144418,10,NA,NA,NA,NA,NA,"2008-02-08",8,2,2008,2497921,2497921,"PRESERVED_SPECIMEN","CRCM","Birds","10-673","","",NA,"CC0_1_0","","Sommer, Arlie","","Native",2024-01-29 08:14:42.524,"","INSTITUTION_COLLECTION_MISMATCH"
"697",673099654,"3a339645-d3b4-40aa-b891-f9c92dc554d8","urn:catalog:CRCM:Birds:07-145","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","Highway 26, T15N, R37E, S28, Adams Co., Washington","Washington","PRESENT",NA,"7c7b6440-94d1-11dd-bdb1-b8a03c50a862",46.756386,-118.174949,500,NA,NA,NA,NA,NA,"2004-09-25",25,9,2004,2497921,2497921,"PRESERVED_SPECIMEN","CRCM","Birds","07-145","","",NA,"CC0_1_0","","Youngcrane, S. E.","","Native",2024-01-29 08:14:44.186,"","INSTITUTION_COLLECTION_MISMATCH"
"698",673091238,"3a339645-d3b4-40aa-b891-f9c92dc554d8","urn:catalog:CRCM:Birds:77-29","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","10 mi E of Moses Lake on Interstate 90, Grant Co., Washington","Washington","PRESENT",NA,"7c7b6440-94d1-11dd-bdb1-b8a03c50a862",47.086019,-119.033295,1000,NA,NA,NA,NA,NA,"1977-02-02",2,2,1977,2497921,2497921,"PRESERVED_SPECIMEN","CRCM","Birds","77-29","","",NA,"CC0_1_0","","Lyon, Jay","","Native",2024-01-29 08:14:48.342,"","INSTITUTION_COLLECTION_MISMATCH"
"699",673091237,"3a339645-d3b4-40aa-b891-f9c92dc554d8","urn:catalog:CRCM:Birds:83-165","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","10 mi E of Quincy, Grant Co., Washington","Washington","PRESENT",NA,"7c7b6440-94d1-11dd-bdb1-b8a03c50a862",47.235861,-119.640326,1500,NA,NA,NA,NA,NA,"1982-01-10",10,1,1982,2497921,2497921,"PRESERVED_SPECIMEN","CRCM","Birds","83-165","","",NA,"CC0_1_0","","Young, W.","","Native",2024-01-29 08:14:42.136,"","INSTITUTION_COLLECTION_MISMATCH"
"700",673091234,"3a339645-d3b4-40aa-b891-f9c92dc554d8","urn:catalog:CRCM:Birds:02-226","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","","SPECIES","Tyto alba (Scopoli, 1769)","Tyto alba","","US","12 mi W [East?] of George on I-90, Grant Co., Washington","Washington","PRESENT",NA,"7c7b6440-94d1-11dd-bdb1-b8a03c50a862",47.10362,-119.617085,1000,NA,NA,NA,NA,NA,"1980-02-10",10,2,1980,2497921,2497921,"PRESERVED_SPECIMEN","CRCM","Birds","02-226","","",NA,"CC0_1_0","","Lyon, Jay","","Native",2024-01-29 08:14:47.003,"","INSTITUTION_COLLECTION_MISMATCH"
