lacm,field,sex,laf,age,specnat,measure,gonads,wt,coll,datecoll,family,species,genus,spp,locality,state,county,ele,lat,lng,date,year,month,Description,abv,cty,cty2
89998,,U,NA,,SN,,,NA,"DAWSON, W",28-Dec-47,Paridae,Baeolophus inornatus,Baeolophus,transpositus,UNITED STATES CALIFORNIA LOS ANGELES CO NA VINCENT,CALIFORNIA,LOS ANGELES CO,,34.5,-118.1,12/28/1947,1947,12,complete skeleton,CA,Los Angeles Co,Los Angeles County
28583,443,M,NA,,SS,,,NA,"LIMA, J L",20-Jun-56,Vireonidae,Cyclarhis gujanensis,Cyclarhis,ochrocephala,BRAZIL SAO PAULO  NA PEDRO DO TOLEDO,SAO PAULO,,,-24.28,-47.23,6/20/1956,1956,6,study skin,NA,,
54311,20987,M,NA,,SS,,,NA,"PARTRIDGE, W H",3-Sep-59,Emberizidae,Amaurospiza moesta,Amaurospiza,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,9/3/1959,1959,9,study skin,NA,,
44196,,F,NA,,SS,,,NA,"DENTE, E",8-Nov-60,Psittacidae,Aratinga leucophthalmus,Aratinga,leucophthalmus,BRAZIL PARA  NA RIO CURURU,PARA,,,-7.2,-58.05,11/8/1960,1960,11,study skin,NA,,
31050,25426,F,NA,,SS,,,NA,"CARRIKER, M A JR",18-Feb-57,Tyrannidae,Pyrrhomyias cinnamomea,Pyrrhomyias,pyrrhoptera,COLOMBIA HUILA  NA TIJERAS,HUILA,,2500 M,2.37,-76.27,2/18/1957,1957,2,study skin,NA,,
83233,3755,M,NA,Adult,SS,,,NA,"ARVEY, M DALE",26-Sep-71,Tyrannidae,Todirostrum cinereum,Todirostrum,cinereum,COLOMBIA CAUCA  NA EL BORDO,CAUCA,,,2.1,-76.97,9/26/1971,1971,9,study skin,NA,,
107250,,M,NA,,SS,,T = <1,12.5,"MILDER, S L",29-Jan-93,Fringillidae,Carduelis pinus,Carduelis,pinus,UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES,CALIFORNIA,LOS ANGELES CO,,34.0320587,-118.301651,1/29/1993,1993,1,study skin,CA,Los Angeles Co,Los Angeles County
63180,46A,F,NA,Adult,SS,C:15.0;W:59;T:-;TAIL:32,OSE,NA,"WILLIAMS, J G",1-Mar-46,Nectariniidae,Nectarinia bifasciata,Nectarinia,microrhyncha,KENYA COAST PROV MOMBASA DIST NA PORT REITZ,COAST PROV,MOMBASA DIST,0.0 F,-4.05,39.62,3/1/1946,1946,3,study skin,NA,Mombasa Dist,Mombasa Dist
83509,3983,F,NA,Adult,SS,,,NA,"ARVEY, M DALE",10-Jan-72,Emberizidae,Sporophila luctuosa,Sporophila,,ECUADOR NAPO-PASTAZA PROV  NA LIMONCOCHA,NAPO-PASTAZA PROV,,,-0.98,-77.82,1/10/1972,1972,1,study skin,NA,,
68973,SB706,F,NA,Juvenile,SS,,ONE,10.5,"GLEN, R M",18-Feb-68,Hirundinidae,Psalidoprocne albiceps,Psalidoprocne,albiceps,UGANDA BUGANDA KINGDOM MASAKA DIST/BUDDU CO NA NAMALALA FOREST,BUGANDA KINGDOM,MASAKA DIST/BUDDU CO,3800 F,-0.88,31.67,2/18/1968,1968,2,study skin,NA,Masaka Dist/Buddu Co,Masaka Dist/Buddu County
25546,134,M,NA,,SS,,,NA,"BARROS V, R",20-Jan-54,Furnariidae,Aphrastura spinicauda,Aphrastura,spinicauda,CHILE NUBLE PROV SAN CARLOS DEPT NA SAN FABIAN DE ALICO,NUBLE PROV,SAN CARLOS DEPT,,-36.55,-71.55,1/20/1954,1954,1,study skin,NA,San Carlos Dept,San Carlos Dept
58455,,F,NA,,SS,,,NA,,16-Oct-56,Phasianidae,Francolinus francolinus,Francolinus,,   NA ,,,,NA,NA,10/16/1956,1956,10,study skin,NA,,
12293,4890,F,NA,,SS,,,NA,"DAGGETT, F S",20-Apr-05,Certhiidae,Certhia americana,Certhia,americana,UNITED STATES ILLINOIS COOK CO NA RIVER FOREST,ILLINOIS,COOK CO,,41.8978081,-87.8139496,4/20/1905,1905,4,study skin,IL,Cook Co,Cook County
87812,,U,NA,,AL,,,NA,"WILLIAMS, J G",00 MAR 1963,Cuculidae,Clamator serratus,Clamator,,KENYA COAST PROV TANA RIVER DIST NA BURA,COAST PROV,TANA RIVER DIST,,-1.1,39.95,NA,NA,NA,entire specimen preserved in alcohol,NA,Tana River Dist,Tana River Dist
101266,SLM311,M,NA,Adult,FB,C:51.1;W:273.0;T:21.8;TAIL:322.0(INCL STREAMERS),T = 10 X 5,NA,"WINGATE, D",16-Mar-74,Phaethontidae,Phaethon lepturus,Phaethon,catesbyi,CARIBBEAN SEA BERMUDA IS  NA INNER PEAR,BERMUDA IS,,,32.33,-64.75,3/16/1974,1974,3,flat skin and complete skeleton,NA,,
67823,B600,M,NA,Adult,SS,,,NA,"WILLIAMS, A E",6-Jul-67,Estrildidae,Spermophaga ruficapilla,Spermophaga,ruficapilla,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,7/6/1967,1967,7,study skin,NA,Bwamba Co,Bwamba County
84015,20162,F,NA,,SS,,OSE,28,"STAGER, K E",5-Mar-73,Pycnonotidae,Pycnonotus importunus,Pycnonotus,subalaris,KENYA COAST PROV LAMU DIST NA BODHEI,COAST PROV,LAMU DIST,<100 F,-1.85,40.72,3/5/1973,1973,3,study skin,NA,Lamu Dist,Lamu Dist
53187,14749,F,NA,,SS,,,NA,"PARTRIDGE, W H",6-Jul-59,Icteridae,Cacicus chrysopterus,Cacicus,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/6/1959,1959,7,study skin,NA,,
91655,,F,NA,,SN,,,NA,,9-Sep-79,Estrildidae,Amadina fasciata,Amadina,ssp,   NA ,,,,NA,NA,9/9/1979,1979,9,complete skeleton,NA,,
110100,901,F,NA,,SN,,,NA,"CAMPBELL, K E",3-Oct-71,Strigidae,Athene cunicularia,Athene,ssp,PERU LAMBAYEQUE DEPT  NA FERRENAFE,LAMBAYEQUE DEPT,,,NA,NA,10/3/1971,1971,10,complete skeleton,NA,,
41366,581,F,NA,,SS,,,18,"WOLF, L",17-Dec-58,Troglodytidae,Thryothorus modestus,Thryothorus,modestus,GUATEMALA ZACAPA USUMATLAN NA USUMATLAN,ZACAPA,USUMATLAN,5900 F,14.95,-89.78,12/17/1958,1958,12,study skin,NA,Usumatlan,Usumatlan
26886,942,F,NA,,SS,,,NA,"DENTE, E",8-Apr-57,Formicariidae,Thamnophilus doliatus,Thamnophilus,capistratus,BRAZIL ALAGOAS  NA QUEBRANGULO,ALAGOAS,,,-9.33,-36.48,4/8/1957,1957,4,study skin,NA,,
26367,,F,NA,Adult,SS,,OSE,NA,"WILLIAMS, J G",24-May-53,Muscicapidae,Sylvietta brachyura,Sylvietta,leucopsis,KENYA RIFT VALLEY PROV TURKANA DIST NA LOKITAUNG VIC,RIFT VALLEY PROV,TURKANA DIST,2400 F,4.27,35.75,5/24/1953,1953,5,study skin,NA,Turkana Dist,Turkana Dist
105367,,U,5359,,SS,,GONADS NOT FOUND;,670,"FORSELL, D",10-Apr-87,Phaethontidae,Phaethon rubricauda,Phaethon,melanorhynchos,JOHNSTON ATOLL JOHNSTON IS  NA ,JOHNSTON IS,,,NA,NA,4/10/1987,1987,4,study skin,NA,,
61403,,F,NA,Adult,SS,,,NA,"MASON, R",23-Sep-45,Nectariniidae,Anthreptes orientalis,Anthreptes,orientalis,KENYA RIFT VALLEY PROV TURKANA DIST NA LODWAR,RIFT VALLEY PROV,TURKANA DIST,1500 F,3.12,35.6,9/23/1945,1945,9,study skin,NA,Turkana Dist,Turkana Dist
35257,,F,NA,,SS,,,NA,"FISCHER, A",15-Mar-30,Fringillidae,Loxia curvirostra,Loxia,curvirostra,GERMANY   NA BOBINGEN,,,,48.25,10.83,3/15/1930,1930,3,study skin,NA,,
28450,13,F,NA,,SS,,,NA,"DENTE, E",23-May-56,Cuculidae,Crotophaga ani,Crotophaga,,BRAZIL MATO GROSSO  NA FAZENDA TAQUARI,MATO GROSSO,,,NA,NA,5/23/1956,1956,5,study skin,NA,,
95174,21022,F,NA,,SS,,,NA,"PARTRIDGE, W H",3-Sep-59,Emberizidae,Hemithraupis guira,Hemithraupis,fosteri,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,9/3/1959,1959,9,study skin,NA,,
72946,K378,M,NA,,SS,,TSE,14.5,"GLEN, R M",21-Nov-69,Muscicapidae,Platysteira concreta,Platysteira,graueri,UGANDA ANKOLE KINGDOM  NA KALINZU FOREST,ANKOLE KINGDOM,,5000 F,-0.42,30.08,11/21/1969,1969,11,study skin,NA,,
33641,15062,M,NA,,SS,,,NA,"STAGER, K E AND DAVIDSON, J",25-Jun-54,Cracticidae,Cracticus nigrogularis,Cracticus,nigrogularis,AUSTRALIA QUEENSLAND  NA OAKEY,QUEENSLAND,,,-27.42,151.67,6/25/1954,1954,6,study skin,NA,,
113250,78-29,U,NA,,SN,,,NA,"GUTHRIE, D A",00 MAR 1978,Alcidae,Cerorhinca monocerata,Cerorhinca,,UNITED STATES CALIFORNIA SAN LUIS OBISPO CO NA MORRO BAY,CALIFORNIA,SAN LUIS OBISPO CO,,35.3468819,-120.849693,NA,NA,NA,complete skeleton,CA,San Luis Obispo Co,San Luis Obispo County
72,,M,NA,,SS,,,NA,"DAGGETT, F S",23-Oct-12,Rallidae,Fulica americana,Fulica,americana,UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES,CALIFORNIA,LOS ANGELES CO,,33.9651,-118.1549,10/23/1912,1912,10,study skin,CA,Los Angeles Co,Los Angeles County
75835,B523,M,NA,,SS,,TNE,100.5,"ZIEGLER, A P",13-May-70,Coraciidae,Eurystomus gularis,Eurystomus,neglectus,UGANDA BUNYORO KINGDOM  NA ,BUNYORO KINGDOM,,(<4500 F),1.75,31.58,5/13/1970,1970,5,study skin,NA,,
59528,8,F,NA,,SS,,,NA,"BERLA, H F",00 JUL 1961,Pipridae,Manacus manacus,Manacus,gutturosus,BRAZIL RIO DE JANEIRO  NA VILA MURIQUI,RIO DE JANEIRO,,,-22.93,-43.95,NA,NA,NA,study skin,NA,,
61999,,F,NA,,SS,,ONE,NA,"WILLIAMS, J G",3-Mar-46,Nectariniidae,Nectarinia rubescens,Nectarinia,rubescens,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,3000 F,0.82,30.07,3/3/1946,1946,3,study skin,NA,Bwamba Co,Bwamba County
1705,JH872,F,NA,,SS,,,NA,"WYMAN, L E",22-Jan-17,Laridae,Larus argentatus,Larus,smithsonianus,UNITED STATES CALIFORNIA LOS ANGELES CO NA MARINA DEL REY,CALIFORNIA,LOS ANGELES CO,,33.9666667,-118.4166667,1/22/1917,1917,1,study skin,CA,Los Angeles Co,Los Angeles County
6979,3993,F,NA,,SS,,,NA,"GAYLORD, H A",23-Aug-00,Tyrannidae,Empidonax difficilis,Empidonax,difficilis,UNITED STATES CALIFORNIA LOS ANGELES CO NA LONG BEACH,CALIFORNIA,LOS ANGELES CO,,33.7833333,-118.25,8/23/1900,1900,8,study skin,CA,Los Angeles Co,Los Angeles County
33628,15382,F,NA,,SS,,,NA,"STAGER, K E AND DAVIDSON, J",14-Aug-54,Muscicapidae,Gerygone olivacea,Gerygone,,AUSTRALIA QUEENSLAND  NA GAYNDAK,QUEENSLAND,,,-25.6,151.53,8/14/1954,1954,8,study skin,NA,,
86243,RWS284,F,NA,,SO,,,NA,"HEATH, R",19-Dec-74,Pelecanidae,Pelecanus occidentalis,Pelecanus,ssp,UNITED STATES FLORIDA PINELLAS CO NA INDIAN ROCKS BEACH,FLORIDA,PINELLAS CO,,27.876321,-82.8273839,12/19/1974,1974,12,partial skeleton,FL,Pinellas Co,Pinellas County
6345,1661,M,NA,,SS,,,NA,"DAGGETT, F S",24 JAN 1896,Picidae,Melanerpes formicivorus,Melanerpes,bairdi,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,1896-01-24,1896,1,study skin,CA,Los Angeles Co,Los Angeles County
7361,DC1063,F,NA,,SS,,,NA,"GAYLORD, H A",00 DEC 1894,Corvidae,Aphelocoma californica,Aphelocoma,obscura,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,NA,NA,NA,study skin,CA,Los Angeles Co,Los Angeles County
50360,292,M,NA,Adult,SS,,,NA,"ASHCRAFT, G P",27-Apr-39,Hirundinidae,Hirundo rustica,Hirundo,erythrogaster,PANAMA SAN BLAS  NA CALEDONIA BAY,SAN BLAS,,,8.92,-77.7,4/27/1939,1939,4,study skin,NA,,
21544,425,M,NA,,SS,,,NA,"WILLETT, GEORGE",24-Nov-07,Scolopacidae,Phalaropus fulicarius,Phalaropus,,UNITED STATES CALIFORNIA SANTA BARBARA CO NA SANTA CRUZ IS,CALIFORNIA,SANTA BARBARA CO,,34,-119.6666667,11/24/1907,1907,11,study skin,CA,Santa Barbara Co,Santa Barbara County
92053,,U,NA,,SN,,,NA,,9-Sep-79,Estrildidae,Poephila bichenovii,Poephila,ssp,   NA ,,,,NA,NA,9/9/1979,1979,9,complete skeleton,NA,,
46006,,F,NA,,SS,,,NA,"HIDASI, J",22-Mar-64,Corvidae,Cyanocorax chrysops,Cyanocorax,cyanopogon,BRAZIL GOIAS  NA GOIANIA,GOIAS,,,-16.67,-49.27,3/22/1964,1964,3,study skin,NA,,
89723,,M,NA,,SN,,,NA,,00 XXX 1975,Icteridae,Agelaius icterocephalus,Agelaius,ssp,   NA ,,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
29317,26352,M,NA,,SS,,,NA,"CARRIKER, M A JR",5-Jul-57,Emberizidae,Tachyphonus delattrii,Tachyphonus,,COLOMBIA NARINO  NA LA GUAYACANA,NARINO,,250 M,1.43,-78.45,7/5/1957,1957,7,study skin,NA,,
111493,,F,NA,,SN,C=62.5; W=197.5; T=68; TAIL=32.5,"OV= 20 X 7, SLIGHTLY GRANULAR",597,CALIFORNIA WILDLIFE CENTER,18-Oct-00,Podicipedidae,Aechmophorus occidentalis,Aechmophorus,,UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU,CALIFORNIA,LOS ANGELES CO,,34.0347371,-118.7354278,10/18/2000,2000,10,complete skeleton,CA,Los Angeles Co,Los Angeles County
57598,,M,NA,Adult,SS,,TNE,11,"WILLIAMS, J G",27-Apr-64,Muscicapidae,Batis diops,Batis,,UGANDA KIGEZI DIST  NA IMPENETRABLE FOREST,KIGEZI DIST,,8000 F,-1,29.67,4/27/1964,1964,4,study skin,NA,,
31645,978,M,NA,,SS,,,NA,"DENTE, E",28-Apr-58,Tyrannidae,Xolmis irupero,Xolmis,nivea,BRAZIL BAHIA  NA BARRA,BAHIA,,,-11.08,-43.17,4/28/1958,1958,4,study skin,NA,,
89347,2142,M,NA,,SN,,,NA,"LESTER, L A",3-Jan-69,Alaudidae,Eremophila alpestris,Eremophila,ssp,UNITED STATES CALIFORNIA KERN CO NA RANDSBURG,CALIFORNIA,KERN CO,,35.38,-117.63,1/3/1969,1969,1,complete skeleton,CA,Kern Co,Kern County
50785,35,M,NA,,SS,,,NA,"ASHCRAFT, G P",24-Jan-27,Anatidae,Oxyura jamaicensis,Oxyura,rubida,UNITED STATES CALIFORNIA LOS ANGELES CO NA CULVER CITY,CALIFORNIA,LOS ANGELES CO,,34.0166667,-118.4,1/24/1927,1927,1,study skin,CA,Los Angeles Co,Los Angeles County
98865,21200,M,NA,,SS,,,NA,"PARTRIDGE, W H",4-Sep-59,Emberizidae,Zonotrichia capensis,Zonotrichia,subtorquata,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,9/4/1959,1959,9,study skin,NA,,
98755,20376,M,NA,,SS,,,NA,"PARTRIDGE, W H",30-Aug-59,Emberizidae,Zonotrichia capensis,Zonotrichia,subtorquata,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/30/1959,1959,8,study skin,NA,,
86327,,F,NA,,SN,,,NA,"WILLETT, G W AND H MC COY",12-Dec-32,Podicipedidae,Tachybaptus dominicus,Tachybaptus,brachypterus,GUATEMALA SOLOLA  NA PANAJACHEL,SOLOLA,,,14.73,-91.15,12/12/1932,1932,12,complete skeleton,NA,,
31904,,F,NA,,SS,,,NA,"OLALLA, A M",24-Aug-57,Formicariidae,Phlegopsis nigromaculata,Phlegopsis,bowmani,BRAZIL PARA  NA URUCURITUBA,PARA,,,-3.5,-55.5,8/24/1957,1957,8,study skin,NA,,
101888,925,F,NA,,SS,,OV = 2 X 2,6.4,"RAITT, R J",30-Jan-65,Aegithalidae,Psaltriparus minimus,Psaltriparus,ssp,UNITED STATES NEW MEXICO EDDY CO NA QUEEN,NEW MEXICO,EDDY CO,6000 FT,32.1909447,-104.7457848,1/30/1965,1965,1,study skin,NM,Eddy Co,Eddy County
62471,,F,NA,Immature,SS,,,NA,"(WILLIAMS, J G)",30-Mar-52,Nectariniidae,Nectarinia chalybea,Nectarinia,gertrudis,TANZANIA IRINGA REGN IRINGA DIST NA SAO HILL,IRINGA REGN,IRINGA DIST,5500 F,NA,NA,3/30/1952,1952,3,study skin,NA,Iringa Dist,Iringa Dist
15313,,M,NA,,SS,,,NA,"SMITH, AUSTIN",3-Nov-28,Emberizidae,Habia rubica,Habia,vinacea,COSTA RICA PUNTARENAS PROV  NA TAMBOR,PUNTARENAS PROV,,25 F,9.75,-85,11/3/1928,1928,11,study skin,NA,,
117232,31406,F,NA,,SN,,,NA,SAN DIEGO ZOOLOGICAL SOCIETY,22-Sep-92,Rallidae,Rallus owstoni,Rallus,,   NA ,,,,NA,NA,9/22/1992,1992,9,complete skeleton,NA,,
31531,700,F,NA,,SS,,,NA,"DENTE, E",5-Apr-58,Bucconidae,Chelidoptera tenebrosa,Chelidoptera,tenebrosa,BRAZIL BAHIA  NA STA RITA DE CASSIA,BAHIA,,,-11,-44.53,4/5/1958,1958,4,study skin,NA,,
33011,16738,M,NA,Adult,SS,,,NA,"STAGER, K E",23-Feb-59,Muscicapidae,Saxicola caprata,Saxicola,burmanica,INDIA MADHYA PRADESH BALAGHAT FOREST DIST NA SUPKHAR,MADHYA PRADESH,BALAGHAT FOREST DIST,,21.97,80.33,2/23/1959,1959,2,study skin,NA,Balaghat Forest Dist,Balaghat Forest Dist
96397,19469,F,NA,,SS,,,NA,"PARTRIDGE, W H",23-Aug-59,Parulidae,Basileuterus culicivorus,Basileuterus,azarae,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/23/1959,1959,8,study skin,NA,,
33567,15179,M,NA,,SS,,,NA,"STAGER, K E AND DAVIDSON, J",7-Jul-54,Muscicapidae,Chthonicola sagittata,Chthonicola,,AUSTRALIA QUEENSLAND  NA WALLAROO GORGE,QUEENSLAND,,,NA,NA,7/7/1954,1954,7,study skin,NA,,
119028,670623-5,F,NA,,SN,,OVA = 7 MM,33,"LAHTELA, L A",22-Jun-67,Emberizidae,Pipilo chlorurus,Pipilo,,UNITED STATES CALIFORNIA MONO CO NA WHITMORE HOT SPRINGS,CALIFORNIA,MONO CO,,NA,NA,6/22/1967,1967,6,complete skeleton,CA,Mono Co,Mono County
53542,11960,M,NA,,SS,,,NA,"PARTRIDGE, W H",31-May-59,Emberizidae,Pipraeidea melanonota,Pipraeidea,melanonota,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,5/31/1959,1959,5,study skin,NA,,
272,975,F,NA,Immature,SS,,,NA,"VAN ROSSEM, A",5-Aug-11,Regulidae,Regulus satrapa,Regulus,olivaceus,UNITED STATES CALIFORNIA SIERRA CO NA SIERRA CITY,CALIFORNIA,SIERRA CO,,39.55,-120.6166667,8/5/1911,1911,8,study skin,CA,Sierra Co,Sierra County
93928,20529,F,NA,,SS,,,NA,"PARTRIDGE, W H",30-Aug-59,Furnariidae,Philydor rufosuperciliatus,Philydor,acrita,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/30/1959,1959,8,study skin,NA,,
90101,,U,NA,,SO,,,NA,"BROWN, E C",2-Feb-24,Corvidae,Palaeocorax moriorum,Palaeocorax,,NEW ZEALAND NORTH ISLAND  NA GISBORNE,NORTH ISLAND,,,-38.67,178.02,2/2/1924,1924,2,partial skeleton,NA,,
99979,805,U,NA,,AL,,,NA,"HOOD, C S",2-Jul-81,Meliphagidae,Myzomela cineracea,Myzomela,cineracea,BISMARCK ARCH NEW BRITAIN IS NEW BRITAIN PROV NA GELA GELA PLANTATION,NEW BRITAIN IS,NEW BRITAIN PROV,160 M,-4.4,152.23,7/2/1981,1981,7,entire specimen preserved in alcohol,NA,New Britain Prov,New Britain Prov
24353,1517,M,NA,,SS,,,NA,"STAGER, K E",14-Jun-50,Strigidae,Glaucidium minutissimum,Glaucidium,oberholseri,MEXICO SONORA  NA GUIROCOBA,SONORA,,2500 F,26.9669543,-108.700534,6/14/1950,1950,6,study skin,NA,,
115344,,F,NA,,SN,C=10.3; W=101; T=19.5; TAIL=63,OV = 5 X 3,NA,"ANDERSEN, V",19-Apr-10,Muscicapidae,Sialia mexicana,Sialia,occidentalis,UNITED STATES CALIFORNIA ORANGE CO NA LAKE FOREST,CALIFORNIA,ORANGE CO,,NA,NA,4/19/2010,2010,4,complete skeleton,CA,Orange Co,Orange County
70260,B85,F,NA,,SS,,ONE,16,"WILLIAMS, A E",30-Oct-68,Indicatoridae,Indicator exilis,Indicator,pachyrhynchus,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,10/30/1968,1968,10,study skin,NA,Bwamba Co,Bwamba County
60737,17701,F,NA,,SS,,,NA,"STAGER, K E",7-Jun-66,Musophagidae,Tauraco hartlaubi,Tauraco,,KENYA RIFT VALLEY PROV SAMBURU DIST NA KARISIA HILLS,RIFT VALLEY PROV,SAMBURU DIST,,1.05,36.85,6/7/1966,1966,6,study skin,NA,Samburu Dist,Samburu Dist
25280,30,M,NA,,SS,,,NA,"BARROS V, R",25-Jul-26,Columbidae,Zenaida auriculata,Zenaida,auriculata,CHILE   NA RIO BLANCO,,,,NA,NA,7/25/1926,1926,7,study skin,NA,,
38252,,F,NA,,SS,,,NA,"OLALLA, A M",31-Aug-57,Trochilidae,Florisuga mellivora,Florisuga,mellivora,BRAZIL PARA  NA URUCURITUBA,PARA,,,-3.5,-55.5,8/31/1957,1957,8,study skin,NA,,
71120,46,U,NA,,SS,,,NA,"AILANJIAN, M",27-Sep-68,Laniidae,Laniarius barbarus,Laniarius,barbarus,IVORY COAST NORD  NA KORHOGO,NORD,,,9.45,-5.63,9/27/1968,1968,9,study skin,NA,,
90265,,U,NA,,SN,,,NA,,24-Oct-77,Emberizidae,Passerina cyanea,Passerina,,UNITED STATES FLORIDA LEON CO NA TALL TIMBERS RESEARCH STN,FLORIDA,LEON CO,,30.4800299,-84.3456956,10/24/1977,1977,10,complete skeleton,FL,Leon Co,Leon County
39959,15535,M,NA,,SS,,,NA,"BERLA, H F",13-Apr-56,Furnariidae,Automolus rectirostris,Automolus,,BRAZIL GOIAS  NA SAO JOAO DA ALIANCA,GOIAS,,,-14.67,-47.58,4/13/1956,1956,4,study skin,NA,,
110131,,F,5776,Juvenile,SS,,,29.5,"WIMER, M C",15-Apr-97,Columbidae,Columbina passerina,Columbina,pallescens,UNITED STATES CALIFORNIA ORANGE CO NA HUNTINGTON BEACH,CALIFORNIA,ORANGE CO,,33.6904955,-118.0063819,4/15/1997,1997,4,study skin,CA,Orange Co,Orange County
73746,8,M,NA,,SS,,,NA,"NICHOLS, W F",17-May-37,Scolopacidae,Calidris alba,Calidris,,UNITED STATES CALIFORNIA SAN MATEO CO NA PESCADERO LAGOON POINT,CALIFORNIA,SAN MATEO CO,5 F,37.25,-122.5,5/17/1937,1937,5,study skin,CA,San Mateo Co,San Mateo County
98463,15919,F,NA,,SS,,,NA,"PARTRIDGE, W H",18-Jul-59,Corvidae,Cyanocorax chrysops,Cyanocorax,chrysops,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/18/1959,1959,7,study skin,NA,,
111318,158,F,5958,,SS,,DESTROYED BY SHOT,102,"WEHTJE, W",10-Dec-99,Icteridae,Quiscalus mexicanus,Quiscalus,ssp,UNITED STATES ARIZONA PIMA CO NA TUCSON,ARIZONA,PIMA CO,,32.2217751,-110.926445,12/10/1999,1999,12,study skin,AZ,Pima Co,Pima County
4018,2912,M,NA,,SS,,,NA,"HORNUNG, J",30-May-20,Fringillidae,Carpodacus mexicanus,Carpodacus,clementis,UNITED STATES CALIFORNIA LOS ANGELES CO NA SANTA BARBARA IS,CALIFORNIA,LOS ANGELES CO,,33.4833333,-119.016667,5/30/1920,1920,5,study skin,CA,Los Angeles Co,Los Angeles County
114037,,U,6568,,FB,C=136.3; W=510(538 FLAT); T=99.0,,NA,"EDELL, T",24-Aug-05,Diomedeidae,Diomedea albatrus,Diomedea,,UNITED STATES CALIFORNIA SAN LUIS OBISPO CO NA MORRO BAY,CALIFORNIA,SAN LUIS OBISPO CO,,35.3468819,-120.849693,8/24/2005,2005,8,flat skin and complete skeleton,CA,San Luis Obispo Co,San Luis Obispo County
49640,,F,NA,,SS,,,NA,"PARTRIDGE, W H",13-Oct-59,Tyrannidae,Machetornis rixosus,Machetornis,rixosus,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/13/1959,1959,10,study skin,NA,,
53567,12948,F,NA,,SS,,,NA,"PARTRIDGE, W H",12-Jun-59,Emberizidae,Pipraeidea melanonota,Pipraeidea,melanonota,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,6/12/1959,1959,6,study skin,NA,,
7280,981,F,NA,,SS,,,NA,"DAGGETT, F S",19 JUN 1894,Corvidae,Cyanocitta cristata,Cyanocitta,bromia,UNITED STATES WISCONSIN EAU CLAIRE CO NA AUGUSTA,WISCONSIN,EAU CLAIRE CO,,44.6802635,-91.1198502,1894-06-19,1894,6,study skin,WI,Eau Claire Co,Eau Claire County
48244,19947,M,NA,,SS,,,NA,"PARTRIDGE, W H",26-Aug-59,Furnariidae,Philydor lichtensteini,Philydor,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/26/1959,1959,8,study skin,NA,,
122393,74-16,U,NA,,SN,,,NA,"GUTHRIE, D A",00 MAR 1974,Ardeidae,Ardea herodias,Ardea,ssp,UNITED STATES CALIFORNIA RIVERSIDE CO NA SALTON SEA,CALIFORNIA,RIVERSIDE CO,,33.4833333,-116.0666667,NA,NA,NA,complete skeleton,CA,Riverside Co,Riverside County
110132,,F,5774,,SS,,,56,"VANCE, L",22-Apr-97,Caprimulgidae,Chordeiles acutipennis,Chordeiles,texensis,UNITED STATES CALIFORNIA LOS ANGELES CO NA SANTA CLARITA,CALIFORNIA,LOS ANGELES CO,,34.4256025,-118.5541534,4/22/1997,1997,4,study skin,CA,Los Angeles Co,Los Angeles County
