lacm,field,sex,laf,age,specnat,measure,gonads,wt,coll,datecoll,family,species,genus,spp,locality,state,county,ele,lat,lng,date,year,month,Description,abv,cty,cty2
122131,,U,9382,Juvenile,SS,,,18.5,NHM STAFF,12-May-20,Fringillidae,Carpodacus mexicanus,Carpodacus,frontalis,UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES,CALIFORNIA,LOS ANGELES CO,,NA,NA,5/12/2020,2020,5,study skin,CA,Los Angeles Co,Los Angeles County
73197,,M,NA,,SS,,,NA,"MARINKELLE, C J",10-Jun-63,Bucconidae,Nonnula ruficapilla,Nonnula,pallescens,COLOMBIA BOLIVAR  NA TOLUVIEJO VIC,BOLIVAR,,0.0 M,9.45,-75.43,6/10/1963,1963,6,study skin,NA,,
25659,76,M,NA,,SS,,,NA,"BARROS V, R",20-Aug-54,Muscicapidae,Turdus falcklandii,Turdus,magellanicus,CHILE SANTIAGO PROV SANTIAGO DEPT NA ,SANTIAGO PROV,SANTIAGO DEPT,,NA,NA,8/20/1954,1954,8,study skin,NA,Santiago Dept,Santiago Dept
26607,,M,NA,Adult,SS,,TE,NA,"WILLIAMS, J G",29-Oct-45,Nectariniidae,Nectarinia superba,Nectarinia,buvuma,UGANDA BUKEDI DIST  NA BUSIA,BUKEDI DIST,,,0.47,34.08,10/29/1945,1945,10,study skin,NA,,
102839,RS77,M,NA,,FB,C:38.3; W:295.0; T:47.4; TAIL:116.0,T = 5 X 3,NA,"SPEAR, L",26-May-84,Procellariidae,Pterodroma rostrata,Pterodroma,rostrata,   NA ,,,,0,-150,5/26/1984,1984,5,flat skin and complete skeleton,NA,,
30478,26994,F,NA,,SS,,,NA,"CARRIKER, M A JR",23-Oct-57,Trochilidae,Aglaeactis cupripennis,Aglaeactis,cupripennis,COLOMBIA CAUCA  NA EL CRUCERO,CAUCA,,3270 M,2.38,-76.65,10/23/1957,1957,10,study skin,NA,,
10701,5651,M,NA,,SS,,,NA,"DAGGETT, F S",15-Aug-11,Vireonidae,Vireo gilvus,Vireo,swainsonii,UNITED STATES IDAHO CANYON CO NA NAMPA,IDAHO,CANYON CO,,43.5406837,-116.5634613,8/15/1911,1911,8,study skin,ID,Canyon Co,Canyon County
111252,1474,U,NA,,SN,C=69.8; W=402; T=49.2; TAIL=149 (WORN); HEAD TO BILL TIP=136MM,NOT FOUND,NA,"MOLINA, K C",00 XXX 2000,Laridae,Sterna caspia,Sterna,,UNITED STATES CALIFORNIA  NA SALTON SEA,CALIFORNIA,,,NA,NA,NA,NA,NA,complete skeleton,CA,,
39882,3029,F,NA,,SS,,,NA,"ARVEY, M DALE",20-Jan-60,Emberizidae,Sporophila intermedia,Sporophila,agustini,COLOMBIA CUNDINAMARCA  NA SANTANDERCITO,CUNDINAMARCA,,,4.6,-74.35,1/20/1960,1960,1,study skin,NA,,
51953,780,M,NA,,SS,,,NA,"HEMBREE, D V",15-Apr-33,Emberizidae,Piranga olivacea,Piranga,,UNITED STATES GEORGIA FULTON CO NA ROSWELL,GEORGIA,FULTON CO,,34.023201,-84.3616257,4/15/1933,1933,4,study skin,GA,Fulton Co,Fulton County
39397,2995,M,NA,,SS,,,NA,"ARVEY, M DALE",21-Dec-59,Accipitridae,Buteogallus meridionalis,Buteogallus,,COLOMBIA CUNDINAMARCA  NA PALANQUERO,CUNDINAMARCA,,,5.48,-74.67,12/21/1959,1959,12,study skin,NA,,
7737,5959,U,NA,,SS,,,NA,"DAGGETT, F S",8-Dec-15,Icteridae,Sturnella neglecta,Sturnella,,UNITED STATES CALIFORNIA LOS ANGELES CO NA PLAYA DEL REY,CALIFORNIA,LOS ANGELES CO,,33.9593544,-118.4330292,12/8/1915,1915,12,study skin,CA,Los Angeles Co,Los Angeles County
67349,B55,M,NA,Adult,SS,,TE,34,"WILLIAMS, A E AND R M GLEN",15-Jun-67,Muscicapidae,Stizorhina fraseri,Stizorhina,vulpina,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,6/15/1967,1967,6,study skin,NA,Bwamba Co,Bwamba County
7949,793,M,NA,,SS,,,NA,"DAGGETT, F S",28 MAR 1894,Icteridae,Quiscalus quiscula,Quiscalus,quiscula,UNITED STATES FLORIDA ORANGE CO NA ORLANDO,FLORIDA,ORANGE CO,,28.548481,-81.3649902,1894-03-28,1894,3,study skin,FL,Orange Co,Orange County
115840,,U,NA,,SN,W=201; TAIL=162,NOT FOUND,160,EATON CANYON NATURE CENTER,16-Dec-06,Accipitridae,Accipiter striatus,Accipiter,velox,UNITED STATES CALIFORNIA LOS ANGELES CO NA SAN MARINO,CALIFORNIA,LOS ANGELES CO,,NA,NA,12/16/2006,2006,12,complete skeleton,CA,Los Angeles Co,Los Angeles County
50328,312,F,NA,,SS,,,NA,"ASHCRAFT, G P",4-Apr-39,Picidae,Celeus loricatus,Celeus,mentalis,PANAMA SAN BLAS  NA CALEDONIA BAY,SAN BLAS,,,8.92,-77.7,4/4/1939,1939,4,study skin,NA,,
13921,872,F,NA,,SS,,,NA,"RICHARDSON, C H",21-Dec-05,Scolopacidae,Calidris minutilla,Calidris,,UNITED STATES CALIFORNIA LOS ANGELES CO NA ALAMITOS BAY,CALIFORNIA,LOS ANGELES CO,,33.7166,-118.1166,12/21/1905,1905,12,study skin,CA,Los Angeles Co,Los Angeles County
53739,16323,M,NA,,SS,,,NA,"PARTRIDGE, W H",21-Jul-59,Emberizidae,Trichothraupis melanops,Trichothraupis,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/21/1959,1959,7,study skin,NA,,
7328,DC2520,M,NA,,SS,,,NA,,23 SEP 1896,Corvidae,Cyanocitta stelleri,Cyanocitta,frontalis,UNITED STATES CALIFORNIA LOS ANGELES CO NA MILLARD CANYON,CALIFORNIA,LOS ANGELES CO,,34.2166667,-118.1333333,1896-09-23,1896,9,study skin,CA,Los Angeles Co,Los Angeles County
56499,,M,NA,Adult,SS,,TSE,14,"WILLIAMS, J G",10-Jun-62,Ploceidae,Quelea cardinalis,Quelea,cardinalis,KENYA WESTERN PROV BUNGOMA DIST NA BUNGOMA,WESTERN PROV,BUNGOMA DIST,5000 F,0.57,34.57,6/10/1962,1962,6,study skin,NA,Bungoma Dist,Bungoma Dist
43017,,M,NA,,SS,,,NA,"DENTE, E",16-Jun-60,Formicariidae,Cercomacra tyrannina,Cercomacra,laeta,BRAZIL PARA  NA BELEM-BRASILIA RD,PARA,,,NA,NA,6/16/1960,1960,6,study skin,NA,,
10018,DC6488,M,NA,,SS,,,NA,"KIMBALL, H",6-Jan-08,Emberizidae,Pipilo chlorurus,Pipilo,,UNITED STATES ARIZONA PIMA CO NA FORT LOWELL,ARIZONA,PIMA CO,2530 F,32.2600746,-110.8739395,1/6/1908,1908,1,study skin,AZ,Pima Co,Pima County
23604,1933,M,NA,Adult,SS,,,NA,"WEBER, J A",19-Apr-13,Emberizidae,Melospiza georgiana,Melospiza,georgiana,UNITED STATES NEW JERSEY BERGEN CO NA FORT LEE,NEW JERSEY,BERGEN CO,,40.82,-73.97,4/19/1913,1913,4,study skin,NJ,Bergen Co,Bergen County
12496,4652,M,NA,,SS,,,NA,"DAGGETT, F S",5-Sep-03,Aegithalidae,Psaltriparus minimus,Psaltriparus,minimus,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,9/5/1903,1903,9,study skin,CA,Los Angeles Co,Los Angeles County
95260,19621,M,NA,,SS,,,NA,"PARTRIDGE, W H",24-Aug-59,Muscicapidae,Turdus albicollis,Turdus,paraguayensis,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/24/1959,1959,8,study skin,NA,,
32434,15787,M,NA,,SS,,,NA,"BERLA, H F",27-Apr-56,Trochilidae,Phaethornis pretrei,Phaethornis,,BRAZIL GOIAS  NA SAO JOAO DA ALIANCA,GOIAS,,,-14.67,-47.58,4/27/1956,1956,4,study skin,NA,,
41197,311,U,NA,,SS,,,19,"LAND, H C",8-Oct-58,Furnariidae,Synallaxis erythrothorax,Synallaxis,erythrothorax,GUATEMALA ALTA VERAPAZ PANZOS NA PANZOS,ALTA VERAPAZ,PANZOS,400 F,15.4,-89.67,10/8/1958,1958,10,study skin,NA,Panzos,Panzos
31077,26099,M,NA,,SS,,,NA,"CARRIKER, M A JR",20-Jun-57,Tyrannidae,Myiophobus flavicans,Myiophobus,flavicans,COLOMBIA NARINO  NA RICAURTE,NARINO,,1500 M,1.22,-77.98,6/20/1957,1957,6,study skin,NA,,
94868,11954,M,NA,,SS,,,NA,"PARTRIDGE, W H",15-May-59,Emberizidae,Coryphospingus cucullatus,Coryphospingus,rubescens,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,5/15/1959,1959,5,study skin,NA,,
2002,JH1238,F,NA,,SS,,,NA,"WYMAN, L E",30-Aug-17,Scolopacidae,Phalaropus lobatus,Phalaropus,,UNITED STATES CALIFORNIA LOS ANGELES CO NA NIGGER SLOUGH (=LGA DOMINGUEZ),CALIFORNIA,LOS ANGELES CO,,33.8,-118.2833333,8/30/1917,1917,8,study skin,CA,Los Angeles Co,Los Angeles County
72128,A336,F,NA,,SS,,ONE,9,"GLEN, R M",17-May-69,Muscicapidae,Phylloscopus laetus,Phylloscopus,laetus,UGANDA KIGEZI DIST  NA IMPENETRABLE FOREST,KIGEZI DIST,,6800 F,-1,29.67,5/17/1969,1969,5,study skin,NA,,
42885,,U,NA,,SS,,,NA,"DENTE, E",3-Aug-60,Formicariidae,Herpsilochmus pileatus,Herpsilochmus,atricapillus,BRAZIL MARANHAO  NA IMPERATRIZ,MARANHAO,,,-5.53,-47.48,8/3/1960,1960,8,study skin,NA,,
10129,5329,F,NA,,SS,,,NA,"DAGGETT, F S",26-Sep-08,Emberizidae,Passerina cyanea,Passerina,,UNITED STATES ILLINOIS COOK CO NA LA VERGNE,ILLINOIS,COOK CO,,41.86,-87.65,9/26/1908,1908,9,study skin,IL,Cook Co,Cook County
17028,,M,NA,Adult,KB,,,NA,"WILLETT, GEORGE",18-May-30,Laridae,Sterna nilotica,Sterna,vanrossemi,UNITED STATES CALIFORNIA IMPERIAL CO NA SALTON SEA,CALIFORNIA,IMPERIAL CO,,33.33,-115.83,5/18/1930,1930,5,study skin with body (trunk) skeleton,CA,Imperial Co,Imperial County
43004,449,M,NA,,SS,,,NA,"DENTE, E",24-May-60,Conopophagidae,Conopophaga roberti,Conopophaga,,BRAZIL PARA  NA BELEM-BRASILIA RD,PARA,,,NA,NA,5/24/1960,1960,5,study skin,NA,,
28248,17,U,NA,,SS,,,NA,"BERLA, H F",00 AUG 1951,Furnariidae,Automolus leucophthalmus,Automolus,sulphurascens,BRAZIL SANTA CATARINA  NA BRUSQUE,SANTA CATARINA,,,-27.1,-48.93,NA,NA,NA,study skin,NA,,
73024,K122,M,NA,Adult,SS,,TE,44,"GLEN, R M",4-Nov-69,Laniidae,Laniarius luhderi,Laniarius,luhderi,UGANDA ANKOLE KINGDOM  NA KALINZU FOREST,ANKOLE KINGDOM,,5000 F,-0.42,30.08,11/4/1969,1969,11,study skin,NA,,
8043,DC773,F,NA,,SS,,,NA,"GAYLORD, H A",04 FEB 1895,Fringillidae,Carpodacus purpureus,Carpodacus,californicus,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,1895-02-04,1895,2,study skin,CA,Los Angeles Co,Los Angeles County
94292,21390,M,NA,,SS,,,NA,"PARTRIDGE, W H",6-Sep-59,Emberizidae,Tachyphonus coronatus,Tachyphonus,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,9/6/1959,1959,9,study skin,NA,,
35625,16380,M,NA,,SS,,,NA,"STAGER, K E",10-Jul-57,Dendrocolaptidae,Lepidocolaptes angustirostris,Lepidocolaptes,certhiolus,BOLIVIA CHUQUISACA DEPT  NA CARANDAITI,CHUQUISACA DEPT,,,-20.75,-63.07,7/10/1957,1957,7,study skin,NA,,
83060,,F,NA,,SS,,,NA,"KYONGO, J N AND J ITHIA",1-Jul-72,Estrildidae,Spermophaga ruficapilla,Spermophaga,ruficapilla,KENYA WESTERN PROV KAKAMEGA DIST NA KAKAMEGA FOREST,WESTERN PROV,KAKAMEGA DIST,,0.27,34.88,7/1/1972,1972,7,study skin,NA,Kakamega Dist,Kakamega Dist
116592,,M,NA,,SN,,,NA,"BENDER, L",00 XXX 0000,Ardeidae,Egretta thula,Egretta,brewsteri,   NA ,,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
31526,220,F,NA,,SS,,,NA,"DENTE, E",17-Mar-58,Bucconidae,Nystalus maculatus,Nystalus,maculatus,BRAZIL BAHIA  NA BURITIRAMA,BAHIA,,,-10.72,-43.65,3/17/1958,1958,3,study skin,NA,,
23848,110,F,NA,,SS,,,NA,"WILLETT, GEORGE",7-Dec-05,Emberizidae,Passerculus sandwichensis,Passerculus,nevadensis,UNITED STATES CALIFORNIA LOS ANGELES CO NA ,CALIFORNIA,LOS ANGELES CO,,33.8108199,-118.2967341,12/7/1905,1905,12,study skin,CA,Los Angeles Co,Los Angeles County
84984,CAR218,M,NA,,SS,,TNE,14,"WILLIAMS, A E",10-Jun-76,Muscicapidae,Macrosphenus flavicans,Macrosphenus,hypochondriacus,CENTRAL AFRICAN REP MBOMOU DIST  NA BAROUA,MBOMOU DIST,,680 M,5.58,24.6,6/10/1976,1976,6,study skin,NA,,
4431,,M,NA,,SS,,,NA,"WYMAN, L E",6-Mar-21,Muscicapidae,Myadestes townsendi,Myadestes,townsendi,UNITED STATES CALIFORNIA SAN BERNARDINO CO NA VICTORVILLE,CALIFORNIA,SAN BERNARDINO CO,,34.52071,-117.3186722,3/6/1921,1921,3,study skin,CA,San Bernardino Co,San Bernardino County
117193,86957,M,NA,,SN,,,NA,SAN DIEGO ZOOLOGICAL SOCIETY,12-May-96,Phasianidae,Afropavo congensis,Afropavo,,   NA ,,,,NA,NA,5/12/1996,1996,5,complete skeleton,NA,,
6840,2723,M,NA,,SS,,,NA,"DAGGETT, F S",17 OCT 1896,Tyrannidae,Sayornis nigricans,Sayornis,semiatra,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,1896-10-17,1896,10,study skin,CA,Los Angeles Co,Los Angeles County
121676,21,M,NA,,SS,,,NA,"COOMBS, R H",22-Jan-27,Ploceidae,Passer domesticus,Passer,domesticus,UNITED STATES CALIFORNIA LOS ANGELES CO NA CULVER CITY,CALIFORNIA,LOS ANGELES CO,,34.0166667,-118.4,1/22/1927,1927,1,study skin,CA,Los Angeles Co,Los Angeles County
66921,B420,F,NA,,SS,,,NA,"ARCHER, A L",29-Jun-67,Picidae,Sasia africana,Sasia,,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,6/29/1967,1967,6,study skin,NA,Bwamba Co,Bwamba County
78840,8929,M,NA,,SS,,,NA,"VON BLOEKER, J C JR",21-Jul-38,Sittidae,Sitta carolinensis,Sitta,aculeata,UNITED STATES CALIFORNIA LOS ANGELES CO NA SHAKE CANYON,CALIFORNIA,LOS ANGELES CO,,34.6666667,-118.55,7/21/1938,1938,7,study skin,CA,Los Angeles Co,Los Angeles County
65039,GW366,F,NA,Adult,SS,,,NA,"GLEN, R AND A E WILLIAMS",11-Nov-66,Estrildidae,Nigrita fusconota,Nigrita,fusconota,UGANDA TORO KINGDOM KIBALE CO NA KIBALE FOREST,TORO KINGDOM,KIBALE CO,5200 F,0.5,30.42,11/11/1966,1966,11,study skin,NA,Kibale Co,Kibale County
60560,51,F,NA,,SS,,,NA,"PHILP, G G",28-May-36,Parulidae,Dendroica petechia,Dendroica,morcomi,UNITED STATES CALIFORNIA KERN CO NA MC KITTRICK,CALIFORNIA,KERN CO,,35.3,-119.37,5/28/1936,1936,5,study skin,CA,Kern Co,Kern County
58851,10611,M,NA,,SS,,,NA,"ANDERSEN, T",4-Oct-63,Muscicapidae,Bias musicus,Bias,changamwensis,TANZANIA MTWARA REGN MTWARA DIST NA MIKINDANI,MTWARA REGN,MTWARA DIST,0.0 F,-10.27,40.18,10/4/1963,1963,10,study skin,NA,Mtwara Dist,Mtwara Dist
71951,A1120,M,NA,,SS,,TE,31,"WILLIAMS, A E",23-Jun-69,Muscicapidae,Trichastoma albipectus,Trichastoma,barakae,UGANDA KIGEZI DIST  NA ITAMA VIC,KIGEZI DIST,,5300 F,-0.98,29.68,6/23/1969,1969,6,study skin,NA,,
87972,USCR0602,U,NA,,AL,,,NA,"MC LAUGHLIN, C A",9-Aug-62,Emberizidae,Arremonops conirostris,Arremonops,ssp,COSTA RICA CARTAGO PROV  NA TURRIALBA,CARTAGO PROV,,,9.89,-83.65,8/9/1962,1962,8,entire specimen preserved in alcohol,NA,,
17231,,U,NA,,SS,,,NA,,00 XXX 0000,Cuculidae,Clamator serratus,Clamator,,   NA ,,,,NA,NA,NA,NA,NA,study skin,NA,,
17273,,U,NA,,SS,,,NA,,00 XXX 0000,Laniidae,Lanius collurio,Lanius,ssp,   NA ,,,,NA,NA,NA,NA,NA,study skin,NA,,
87675,,F,NA,Immature,SN,,,NA,"WILLETT, G W",22-Jul-36,Corvidae,Corvus caurinus,Corvus,,ALEXANDER ARCH MITKOF IS  NA PETERSBURG,MITKOF IS,,,56.82,-132.97,7/22/1936,1936,7,complete skeleton,NA,,
25057,,F,NA,,SS,,,NA,"BARROS V, R",12-Dec-39,Recurvirostridae,Himantopus melanurus,Himantopus,,CHILE CURICO PROV  NA LLICO,CURICO PROV,,,-34.77,-72.08,12/12/1939,1939,12,study skin,NA,,
56148,,F,NA,Adult,SS,,OE,7,"WILLIAMS, J G",1-Apr-63,Nectariniidae,Anthreptes orientalis,Anthreptes,orientalis,KENYA COAST PROV KILIFI DIST NA LALI,COAST PROV,KILIFI DIST,800 F,-3,39.25,4/1/1963,1963,4,study skin,NA,Kilifi Dist,Kilifi Dist
55602,,F,NA,Adult,SS,,OSE,7,"WILLIAMS, J G",12-Mar-63,Muscicapidae,Camaroptera brevicaudata,Camaroptera,erlangeri,KENYA COAST PROV TANA RIVER DIST NA BURA,COAST PROV,TANA RIVER DIST,600 F,-1.1,39.95,3/12/1963,1963,3,study skin,NA,Tana River Dist,Tana River Dist
119894,43000,M,8051,,SS,,LT = 9 X 2.5,560,WETLANDS AND WILDLIFE CARE CENTER,3-Dec-13,Anatidae,Aythya affinis,Aythya,,UNITED STATES CALIFORNIA ORANGE CO NA SAN CLEMENTE,CALIFORNIA,ORANGE CO,,NA,NA,12/3/2013,2013,12,study skin,CA,Orange Co,Orange County
37842,209,F,NA,,SS,,,NA,"DENTE, E",16-Nov-57,Tinamidae,Nothura maculosa,Nothura,maculosa,BRAZIL SAO PAULO  NA ANHEMBI,SAO PAULO,,,-22.8,-48.12,11/16/1957,1957,11,study skin,NA,,
96320,16804,M,NA,,SS,,,NA,"PARTRIDGE, W H",24-Jul-59,Parulidae,Basileuterus culicivorus,Basileuterus,azarae,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/24/1959,1959,7,study skin,NA,,
14182,1237,M,NA,,SS,,,NA,"LAMB, C C",7-Feb-23,Picidae,Melanerpes uropygialis,Melanerpes,brewsteri,MEXICO BAJA CALIF DEL SUR  NA SAN JOSE DEL CABO,BAJA CALIF DEL SUR,,,23.0554525,-109.690538,2/7/1923,1923,2,study skin,NA,,
52414,21831,M,NA,,SS,,,NA,"PARTRIDGE, W H",13-Sep-59,Troglodytidae,Troglodytes aedon,Troglodytes,musculus,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,9/13/1959,1959,9,study skin,NA,,
31134,27666,M,NA,,SS,,,NA,"CARRIKER, M A JR",14-Apr-58,Trogonidae,Trogon rufus,Trogon,cupreicauda,COLOMBIA NARINO  NA LA GUAYACANA,NARINO,,600 M,1.43,-78.45,4/14/1958,1958,4,study skin,NA,,
34698,27449,M,NA,,SS,,,NA,"CARRIKER, M A JR",21-Mar-58,Caprimulgidae,Nyctidromus albicollis,Nyctidromus,albicollis,COLOMBIA NARINO  NA RICAURTE,NARINO,,2000 M,1.22,-77.98,3/21/1958,1958,3,study skin,NA,,
63663,N29/19,F,NA,,SS,,OE,NA,"IRWIN, M P S",21-Apr-57,Alaudidae,Calandrella cinerea,Calandrella,saturatior,RHODESIA MATABELELAND NORTH  NA NTABEZINDUNA RESERVE,MATABELELAND NORTH,,,-19.97,28.83,4/21/1957,1957,4,study skin,NA,,
72654,K93,M,NA,,SS,,TSE,83.5,"GLEN, R M",1-Nov-69,Strigidae,Glaucidium tephronotum,Glaucidium,elgonense,UGANDA ANKOLE KINGDOM  NA KALINZU FOREST,ANKOLE KINGDOM,,5000 F,-0.42,30.08,11/1/1969,1969,11,study skin,NA,,
37987,,F,NA,,SS,,,NA,"OLALLA, A M",17-Sep-57,Columbidae,Patagioenas cayennensis,Patagioenas,sylvestris,BRAZIL PARA  NA LAGO DO ARAIPA,PARA,,,NA,NA,9/17/1957,1957,9,study skin,NA,,
26271,,F,NA,Adult,SS,,,NA,"WILLIAMS, J G",5-Jul-53,Capitonidae,Trachyphonus erythrocephalus,Trachyphonus,erythrocephalus,KENYA EASTERN PROV MACHAKOS DIST NA OL DOINYO SABUK VIC,EASTERN PROV,MACHAKOS DIST,6000 F,-1.13,37.25,7/5/1953,1953,7,study skin,NA,Machakos Dist,Machakos Dist
107403,,M,NA,,SN,,"L+R TESTES= 2 X 1, BLACK",NA,"MCCLURE, H E",9-Apr-91,Mimidae,Mimus polyglottos,Mimus,leucopterus,UNITED STATES CALIFORNIA VENTURA CO NA CAMARILLO,CALIFORNIA,VENTURA CO,,34.2220475,-119.0342812,4/9/1991,1991,4,complete skeleton,CA,Ventura Co,Ventura County
91835,PMG698,U,NA,,AL,,,NA,"KEMPER, C A",12-Sep-79,Parulidae,Geothlypis trichas,Geothlypis,ssp,UNITED STATES WISCONSIN EAU CLAIRE CO NA EAU CLAIRE,WISCONSIN,EAU CLAIRE CO,,44.8098524,-91.4907073,9/12/1979,1979,9,entire specimen preserved in alcohol,WI,Eau Claire Co,Eau Claire County
20691,1207,F,NA,Adult,SS,,,NA,"WILLETT, GEORGE",11-Aug-12,Hydrobatidae,Oceanodroma leucorhoa,Oceanodroma,beali,UNITED STATES ALASKA  NA ST LAZARIA IS,ALASKA,,,56.9854011,-135.715828,8/11/1912,1912,8,study skin,AK,,
11674,2592,F,NA,,SS,,,NA,"DAGGETT, F S",23 SEP 1896,Parulidae,Wilsonia pusilla,Wilsonia,chryseola,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,1896-09-23,1896,9,study skin,CA,Los Angeles Co,Los Angeles County
80783,,M,NA,,SS,,,10,"KYONGO, J N AND J ITHIA",13-Apr-72,Nectariniidae,Nectarinia kilimensis,Nectarinia,kilimensis,KENYA EASTERN PROV KITUI DIST NA MWINGI,EASTERN PROV,KITUI DIST,,-0.93,38.07,4/13/1972,1972,4,study skin,NA,Kitui Dist,Kitui Dist
69640,,F,NA,,SS,,ONE,NA,"WILLIAMS, J G",10-Apr-50,Muscicapidae,Phylloscopus ruficapillus,Phylloscopus,johnstoni,TANZANIA MBEYA REGN RUNGWE DIST NA MT RUNGWE,MBEYA REGN,RUNGWE DIST,8000 F,-9.13,33.67,4/10/1950,1950,4,study skin,NA,Rungwe Dist,Rungwe Dist
111124,,F,NA,,SS,,"OV= 6 X 2.5, GRANULAR",30,"HEINDEL, T AND J",2-Jul-99,Icteridae,Agelaius phoeniceus,Agelaius,nevadensis,UNITED STATES CALIFORNIA INYO CO NA BIG PINE,CALIFORNIA,INYO CO,,37.1661072,-118.2940292,7/2/1999,1999,7,study skin,CA,Inyo Co,Inyo County
53620,12045,F,NA,,SS,,,NA,"PARTRIDGE, W H",1-Jun-59,Emberizidae,Thraupis sayaca,Thraupis,sayaca,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,6/1/1959,1959,6,study skin,NA,,
86610,,U,NA,,SN,,,NA,"FOLLETT, W I",00 XXX 0000,Anatidae,Aix sponsa,Aix,,UNITED STATES CALIFORNIA BUTTE CO NA BIGGS,CALIFORNIA,BUTTE CO,,39.467,-121.75,NA,NA,NA,complete skeleton,CA,Butte Co,Butte County
103802,,M,NA,Juvenile,FB,C:65.3; W:317.0; T:30.7; TAIL:215.0,LT = 20 X 15; RT = 18 X 11,662,"SCHREIBER, R W",00 XXX 0000,Phaethontidae,Phaethon rubricauda,Phaethon,melanorhynchos,JOHNSTON ATOLL   NA ,,,,16.75,-169.53,NA,NA,NA,flat skin and complete skeleton,NA,,
101346,KLG313,M,NA,Immature,SN,C:24.1;W:139.0;T:25.0;TAIL:143.0,T = 2 X 1,NA,"WINGATE, D",26-Oct-76,Cuculidae,Coccyzus americanus,Coccyzus,americanus,CARIBBEAN SEA BERMUDA IS  NA ,BERMUDA IS,,,32.33,-64.75,10/26/1976,1976,10,complete skeleton,NA,,
102513,83-68,F,NA,,SN,,,190,"AINLEY, D G",17-Nov-83,Procellariidae,Halobaena caerulea,Halobaena,,   NA SCOTIA-WEDDELL SEA CONFLUENCE,,,,-58.18,-38.35,11/17/1983,1983,11,complete skeleton,NA,,
36013,1536,M,NA,,SS,,,NA,"BROMLEY, S C AND MENKE, A",22-Jul-58,Furnariidae,Synallaxis gujanensis,Synallaxis,gujanensis,VENEZUELA DELTA AMACURO  NA CANO MARIUSA,DELTA AMACURO,,,9.72,-61.43,7/22/1958,1958,7,study skin,NA,,
76141,B97,F,NA,,SS,,OSE,11.5,"BAMPTON, I",21-Apr-70,Muscicapidae,Hylia prasina,Hylia,prasina,UGANDA BUNYORO KINGDOM  NA ,BUNYORO KINGDOM,,(<4500 F),1.75,31.58,4/21/1970,1970,4,study skin,NA,,
46952,19791,F,NA,,SS,,,NA,"PARTRIDGE, W H",25-Aug-59,Psittacidae,Pionopsitta pileata,Pionopsitta,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/25/1959,1959,8,study skin,NA,,
123343,,,5069,,TI,,,NA,,14-Jun-89,Emberizidae,Tangara labradorides,Tangara,,ECUADOR PICHINCHA PROV  NA QUITO,PICHINCHA PROV,,,NA,NA,6/14/1989,1989,6,tissue only,NA,,
71012,B8,F,NA,,SS,,,30,"WILLIAMS, A E",26-Oct-68,Ploceidae,Ploceus tricolor,Ploceus,interscapularis,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,10/26/1968,1968,10,study skin,NA,Bwamba Co,Bwamba County
20058,,F,NA,,SS,,,NA,,2-Jun-41,Anatidae,Dendrocygna arcuata,Dendrocygna,ssp,   NA ,,,,NA,NA,6/2/1941,1941,6,study skin,NA,,
83400,4014,F,NA,Adult,SS,,,NA,"ARVEY, M DALE",21-Jan-72,Trochilidae,Amazilia tzacatl,Amazilia,jucunda,ECUADOR PICHINCHA PROV  NA SANTO DOMINGO,PICHINCHA PROV,,,-0.1,-78.47,1/21/1972,1972,1,study skin,NA,,
