gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
997418793	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	f7b18499-7b47-11e4-8ef3-782bcb9cd5b5	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Lodi; Lodi Energy Center	California	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862									2010-11-09	9	11	2010	2497921	2497921	PRESERVED_SPECIMEN	KU	KUO	123018				CC_BY_4_0					2024-03-05T01:27:25.225Z		RECORDED_DATE_INVALID;INSTITUTION_COLLECTION_MISMATCH
991957982	96653d3e-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		DE	Ihlow-Ochtelbur		PRESENT		c76cf030-2a95-11da-9cc1-b8a03c50a862									2010-07-11	11	7	2010	2497921	2497921	PRESERVED_SPECIMEN	SMF	Collection Aves (bird skeletons)	18089				CC_BY_4_0					2024-03-02T10:53:34.388Z		CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
95886446	b929f23d-290f-4e85-8f17-764c55b3b284	afc5491c-517e-41fc-bbc1-defd16ace522	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Kailua (vicinity of), on H3 freeway just outside front gate to MCBH, across from the Kailua off-ramp	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4326	-157.76											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184376	Collector Number: --	E R Bjerre		CC0_1_0	Bernice Pauahi Bishop Museum	E R Bjerre			2024-01-25T13:08:19.377Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95885033	b929f23d-290f-4e85-8f17-764c55b3b284	c99729b1-7775-4d98-9f57-d026781281a9	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Hawaii Volcanoes National Park, Ainahou Ranch	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.3429	-155.225											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184829	Collector Number: --	C H Kishinami		CC0_1_0	Bernice Pauahi Bishop Museum	R Imdieke			2024-01-25T13:08:18.600Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884380	b929f23d-290f-4e85-8f17-764c55b3b284	29120ef7-f127-4e00-a69e-e638d01689b9	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Lehua Island	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	22.03	-160.1											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184003	Collector Number: --	R L Pyle		CC0_1_0	Bernice Pauahi Bishop Museum	S L Montgomery			2024-01-25T13:08:14.073Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884377	b929f23d-290f-4e85-8f17-764c55b3b284	1f88a7e7-41a8-41a4-afec-3ea11bfe5791	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Auwahi ahupuaa, Mahoe exclosure	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	20.642	-156.324											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184119	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	R Gassmann-Duvall			2024-01-25T13:08:14.747Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884375	b929f23d-290f-4e85-8f17-764c55b3b284	8114cc41-4f30-4a24-9838-8dd516c85c15	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	fields E of Moomomi	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.2	-157.14											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184124	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello & B Wetherbee			2024-01-25T13:08:18.046Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884373	b929f23d-290f-4e85-8f17-764c55b3b284	fffb8371-c994-4fbb-8d2e-f5403b4ae9b4	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Molokai Ranch Wildlife Conservation Park	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.17	-157.23											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184123	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello & D Dudoit			2024-01-25T13:08:28.912Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884370	b929f23d-290f-4e85-8f17-764c55b3b284	0d4aa6a0-39cd-4bf5-9763-fef313942cee	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Kaneohe	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.42	-157.8											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184122	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello & B Wetherbee			2024-01-25T13:08:22.402Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884368	b929f23d-290f-4e85-8f17-764c55b3b284	9a7c742f-8e43-46bc-901c-04ca3d359519	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Mauna Kea, Hakalau National Wildlife Refuge, middle Honohina [Gulch], 500 acre tract, transect 10	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.847	-155.313											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184121	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello			2024-01-25T13:08:18.496Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884365	b929f23d-290f-4e85-8f17-764c55b3b284	87ff10ac-982b-4572-9f67-11c042c888d1	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Mauna Kea, Hakalau National Wildlife Refuge, Honohina Gulch, Triangle Paddock	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.829	-155.332											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184120	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello			2024-01-25T13:08:23.680Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884362	b929f23d-290f-4e85-8f17-764c55b3b284	1c98ea00-5b3d-4fbe-8bc2-061f1511092e	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Kula	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	20.75	-156.33											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184118	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	A Dibben-Young			2024-01-25T13:08:22.893Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884358	b929f23d-290f-4e85-8f17-764c55b3b284	234f5ff7-3d6d-493b-bb7d-3627109ef104	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Kula	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	20.75	-156.33											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184117	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	A Dibben-Young			2024-01-25T13:08:21.398Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884352	b929f23d-290f-4e85-8f17-764c55b3b284	98af65a5-23d6-4941-9464-afbb5d97bfb5	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Kula	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	20.75	-156.33											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	184116	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	A Dibben-Young			2024-01-25T13:08:18.657Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884348	b929f23d-290f-4e85-8f17-764c55b3b284	0b3efe41-197e-4afc-b05e-8884d6b8909a	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	East Maui Refuge	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	20.9	-156.4											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	179953	Collector Number: --	T Work, USFWS		CC0_1_0	Bernice Pauahi Bishop Museum	East Maui Refuge staff			2024-01-25T13:08:20.919Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884343	b929f23d-290f-4e85-8f17-764c55b3b284	1bd40b4c-d9ee-4129-a2e8-c4520dccb6fe	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	4.5 km NE of South Point, above Green Sand Beach	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	18.94	-155.66											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	183788	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello & B Wetherbee			2024-01-25T13:08:14.598Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884341	b929f23d-290f-4e85-8f17-764c55b3b284	dec02cf7-cb14-4095-92d3-7ab73d983715	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Molokai Ranch, Wildlife Conservation Park	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.17	-157.23											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	183787	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello & D Dudoit			2024-01-25T13:08:18.974Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884338	b929f23d-290f-4e85-8f17-764c55b3b284	51c6b5a5-284d-418a-b6c5-96061f0a73f9	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Hanalei National Wildlife Refuge, (drainage ditch by Pond B)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	22.2	-159.48											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	179754	Collector Number: --	T Work, USFWS		CC0_1_0	Bernice Pauahi Bishop Museum	J Glynn			2024-01-25T13:08:24.550Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884335	b929f23d-290f-4e85-8f17-764c55b3b284	888f3608-afd5-449a-8db5-845786b44114	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Paradise County Park, [20 km SE of Hilo]	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.61	-154.89											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	179780	Collector Number: --	R L Pyle		CC0_1_0	Bernice Pauahi Bishop Museum	?			2024-01-25T13:08:18.325Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884326	b929f23d-290f-4e85-8f17-764c55b3b284	49b456e7-d6db-48e1-a04b-c321985a1e54	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Mauna Kea, Hakalau National Wildlife Refuge, Honohina Gulch in Triangle Paddock	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.829	-155.333											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	183527	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello, J Jeffrey			2024-01-25T13:08:16.235Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884322	b929f23d-290f-4e85-8f17-764c55b3b284	8bdeb167-bfc8-41b7-ac37-07e2c2a8888c	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Mauna Kea, Hakalau National Wildlife Refuge, middle Honohina, 500 acre Station 1, transect 10	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.847	-155.313											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	183526	Collector Number: --	C Mostello		CC0_1_0	Bernice Pauahi Bishop Museum	C Mostello, J Jeffrey			2024-01-25T13:08:24.273Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884314	b929f23d-290f-4e85-8f17-764c55b3b284	e63012db-ae79-4e02-a681-1a5ea752abfc	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Kihei, (along highway 30, at intersection)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	20.79	-156.46											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	179755	Collector Number: --	T Work, USFWS		CC0_1_0	Bernice Pauahi Bishop Museum	?			2024-01-25T13:08:19.102Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884308	b929f23d-290f-4e85-8f17-764c55b3b284	c561861a-071a-42f5-992b-055bd1a48074	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Opihikao, Kamaili Road, (papaya orchard)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.44	-154.9											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	179753	Collector Number: --	R Bachman, USFWS		CC0_1_0	Bernice Pauahi Bishop Museum	C Thompson			2024-01-25T13:08:27.576Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884301	b929f23d-290f-4e85-8f17-764c55b3b284	267d356b-9c71-4ac7-806b-f91484e244b3	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Waimanalo, Makai Pier	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.323	-157.671											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	178887	Collector Number: --	R L Pyle		CC0_1_0	Bernice Pauahi Bishop Museum	D Larsen			2024-01-25T13:08:23.178Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884292	b929f23d-290f-4e85-8f17-764c55b3b284	9452dfb3-9cf9-46ff-9446-b6502a441cb0	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US		Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.64	-160.56											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	179035	Collector Number: --	C H Kishinami		CC0_1_0	Bernice Pauahi Bishop Museum	S Johnston			2024-01-25T13:08:17.601Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884283	b929f23d-290f-4e85-8f17-764c55b3b284	98fe83bc-2706-4b19-83c8-6b8c7583f083	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Kaula Island	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.62	-160.58											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	179043	Collector Number: --	R Walker		CC0_1_0	Bernice Pauahi Bishop Museum	R Walker			2024-01-25T13:08:18.707Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884176	b929f23d-290f-4e85-8f17-764c55b3b284	69abf5c9-3c97-4a70-92a9-ade8438e9f72	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US		Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	161975				CC0_1_0	Bernice Pauahi Bishop Museum				2024-01-25T13:08:25.185Z		TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884169	b929f23d-290f-4e85-8f17-764c55b3b284	3b1e68d9-1e38-439a-a209-bc1d67697808	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US		Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.1401	-157.012											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	161301				CC0_1_0	Bernice Pauahi Bishop Museum				2024-01-25T13:08:15.570Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
95884160	b929f23d-290f-4e85-8f17-764c55b3b284	af7b8573-9a9a-449b-87cc-e2647eddda7f	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US		Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	19.6145	-155.559											2497921	2497921	PRESERVED_SPECIMEN	BPBM	VZ-BPBM	161235				CC0_1_0	Bernice Pauahi Bishop Museum				2024-01-25T13:08:27.057Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
919415786	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:OR.3053	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		MX	11 mi. NE San Blas	Nayarit	PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862					152.0	0.0			1961-08-05	5	8	1961	2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	OR.3053	CES 69			CC0_1_0		C. E. Smith		Native	2024-01-24T16:41:15.777Z		
919414842	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:OR.2077	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	7 mi. NW Brawley, U.S. 99	California	PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862									1956-12-16	16	12	1956	2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	OR.2077				CC0_1_0		John H. Dearborn		Native	2024-01-24T16:41:12.065Z		
919414773	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:OR.3544	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		CL	Angol	La Araucanía	PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862									1944-07-07	7	7	1944	2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	OR.3544				CC0_1_0		Dillman S. Bullock		Native	2024-01-24T16:41:17.273Z		
919414608	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:OR.4209	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	unspecified	Michigan	PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862									1889-09-10	10	9	1889	2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	OR.4209				CC0_1_0		A. H. Boies		Native	2024-01-24T16:41:20.859Z		
919414131	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:OR.6119	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		MX	Hda. Atotonilco, 6680 feet.	Durango	PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862					2037.0	0.0			1967-12-31	31	12	1967	2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	OR.6119				CC0_1_0		Michael K. Petersen		Native	2024-01-24T16:41:13.743Z		
919413032	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:5278M	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	Pasadena	California	PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862									1893-05-12	12	5	1893	2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	5278M				CC0_1_0		Collector Unknown		Native	2024-01-24T16:41:08.409Z		
919412356	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:OR.6316	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		AR	INTA headquarters area, Partido Balcarce	Buenos Aires	PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862									1969-09-27	27	9	1969	2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	OR.6316				CC0_1_0		Peter L. Dalby		Native	2024-01-24T16:41:11.030Z		
919412200	22a66350-7947-4a49-84a3-39c7c1b0881f	urn:catalog:MSU:OR:2033M	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			unspecified		PRESENT		311e2740-f15a-11d8-b22f-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	MSU	OR	2033M				CC0_1_0		Collector Unknown		Native	2024-01-24T16:41:16.554Z		
