"","X.2","catalog","genus","species","sex","date","country","county","state","loc","tl","ws","wc","ossif","wt","description","skin","skeleton","tissue","wing","ethanol","year","month","decade","collection","order","family","locality","Sex","X.1","X","lacm","field","laf","age","specnat","measure","gonads","coll","datecoll","spp","ele","lat","lng","Description","abv","cty","cty2","nat","mount","name"
"301",1302,53210,"Setophaga","Setophaga coronata","U","2005-10-17","United States","Fairfield County","Connecticut","Norwalk, 20 Nathan Hale Road",120,178,71,NA,10.3999996185,"tissue (frozen); skeleton",NA,"skel_full","tissue (frozen)",NA,NA,2005,10,2000,"CUMV","Passeriformes","Parulidae","United States Connecticut Fairfield County Norwalk, 20 Nathan Hale Road","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53210"
"302",1303,53317,"Eremophila","Eremophila alpestris","M",NA,"United States","Mono County","California","Benton Crossing Road, North East tip Crowley Lake",159,300,103,"complete",30.2999992371,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,NA,NA,NA,"CUMV","Passeriformes","Alaudidae","United States California Mono County Benton Crossing Road, North East tip Crowley Lake","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53317"
"303",1304,53401,"Melospiza","Melospiza melodia","M","2010-04-16","United States","Tompkins County","New York","Dryden Township, Ellis Hollow Road",180,214,69,"100%",20.3999996185,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2010,4,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Dryden Township, Ellis Hollow Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53401"
"304",1305,53402,"Catharus","Catharus guttatus","M","2010-04-21","United States","Cortland County","New York","Cortland, South Hill Road",160,273,94,"100%",27.8999996185,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2010,4,2010,"CUMV","Passeriformes","Turdidae","United States New York Cortland County Cortland, South Hill Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53402"
"305",1306,53436,"Setophaga","Setophaga coronata","M","2010-09-29","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",125,210,72,"complete",11.5,"study skin; tissue (frozen); tissue (frozen)","skin_study",NA," tissue (frozen); tissue (frozen)",NA,NA,2010,9,2010,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53436"
"306",1307,53498,"Melospiza","Melospiza melodia","F","2010-04-11",NA,NA,NA,"xxxxxxxxx",141,197,67,"complete",17.5,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2010,4,2010,"CUMV","Passeriformes","Passerellidae","NA NA NA xxxxxxxxx","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53498"
"307",1308,53510,"Catharus","Catharus guttatus","F","2010-10-20","United States","Tompkins County","New York","Ithaca",169,285,97,NA,33,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2010,10,2010,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Ithaca","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53510"
"308",1310,53598,"Setophaga","Setophaga coronata",NA,"1860-01-01","United States","Tompkins County","New York","Town of Danby, 4 miles SSW Ithaca",130,NA,72,NA,12.6999998093,"study skin","skin_study",NA,NA,NA,NA,1860,1,1860,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Town of Danby, 4 miles SSW Ithaca","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53598"
"309",1313,53627,"Setophaga","Setophaga coronata","M","1953-04-26","United States","Monroe County","New York","Rochester",NA,NA,NA,NA,12.8999996185,"study skin","skin_study",NA,NA,NA,NA,1953,4,1950,"CUMV","Passeriformes","Parulidae","United States New York Monroe County Rochester","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53627"
"310",1314,53631,"Melospiza","Melospiza melodia","U","1946-10-19","United States","Tompkins County","New York","Ithaca, Cornell University, Fish Hatchery, Judd Falls Road and Cascadilla Creek",NA,NA,NA,NA,22.8999996185,"study skin","skin_study",NA,NA,NA,NA,1946,10,1940,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Ithaca, Cornell University, Fish Hatchery, Judd Falls Road and Cascadilla Creek","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53631"
"311",1316,54306,"Catharus","Catharus guttatus","M","2006-10-21","United States","Monroe County","New York","Town of Greece, 6 miles East of Hilton, Edgemere Drive",154,215,91,NA,29.7999992371,"tissue (frozen); skeleton",NA,"skel_full","tissue (frozen)",NA,NA,2006,10,2000,"CUMV","Passeriformes","Turdidae","United States New York Monroe County Town of Greece, 6 miles East of Hilton, Edgemere Drive","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54306"
"312",1317,54410,"Catharus","Catharus guttatus","F",NA,"United States","Tompkins County","New York","Ithaca, Rt 17",165,235,90,"complete",24.6000003815,"tissue (frozen); skeleton",NA,"skel_full","tissue (frozen)",NA,NA,NA,NA,NA,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Ithaca, Rt 17","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54410"
"313",1319,54536,"Melospiza","Melospiza melodia",NA,"2006-07-10","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",NA,25,NA,NA,35.7999992371,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2006,7,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54536"
"314",1320,54555,"Melospiza","Melospiza melodia",NA,"2010-03-22","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",146,168,71,NA,24.2999992371,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2010,3,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54555"
"315",1321,54588,"Catharus","Catharus guttatus",NA,"2008-11-01","United States","Monroe County","New York","Greece",169,266,NA,NA,28,"study skin","skin_study",NA,NA,NA,NA,2008,11,2000,"CUMV","Passeriformes","Turdidae","United States New York Monroe County Greece","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54588"
"316",1322,54589,"Catharus","Catharus guttatus",NA,"2009-10-15","United States","Monroe County","New York","Greece",NA,195,NA,NA,30.3999996185,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2009,10,2000,"CUMV","Passeriformes","Turdidae","United States New York Monroe County Greece","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54589"
"317",1323,54590,"Catharus","Catharus guttatus",NA,"2006-11-20","United States","Beaufort County","South Carolina","Okatie, 2 Tidal Creek Lane",156,265,88.5,NA,27.6100006104,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2006,11,2000,"CUMV","Passeriformes","Turdidae","United States South Carolina Beaufort County Okatie, 2 Tidal Creek Lane","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54590"
"318",1324,54591,"Catharus","Catharus guttatus",NA,"2011-09-07","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",NA,280,90,NA,28.2999992371,"study skin","skin_study",NA,NA,NA,NA,2011,9,2010,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54591"
"319",1325,54886,"Melospiza","Melospiza melodia","M","2012-10-09","United States",NA,"New York","Schuyler/Tompkins County, Cauyta Township, ~4.5 km ESE of Cayuta, Arnot Forest",NA,NA,NA,"complete",20,"heart (RNAlater); liver (RNAlater); tissue (frozen); brain (RNAlater); study skin; kidney (RNAlater); muscle (RNAlater); eye (RNAlater)","skin_study",NA," tissue (frozen)",NA,NA,2012,10,2010,"CUMV","Passeriformes","Passerellidae","United States New York NA Schuyler/Tompkins County, Cauyta Township, ~4.5 km ESE of Cayuta, Arnot Forest","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54886"
"320",1326,54908,"Melospiza","Melospiza melodia",NA,"2010-10-29","United States","Tompkins County","New York","Ithaca, Cornell University Campus",NA,7,NA,"30%",22.2999992371,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2010,10,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Ithaca, Cornell University Campus","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54908"
"321",1327,54910,"Setophaga","Setophaga coronata","M","2012-10-08","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",142,215,NA,"40%",12.8000001907,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2012,10,2010,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54910"
"322",1328,54922,"Melospiza","Melospiza melodia","M","2012-07-10","United States","Tompkins County","New York","Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca",NA,NA,NA,"complete",21,"study skin; tissue (95% ethanol)","skin_study",NA," tissue (95% ethanol)",NA,"tissue",2012,7,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54922"
"323",1329,54923,"Melospiza","Melospiza melodia","M","2012-07-11","United States","Tompkins County","New York","Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca",NA,NA,NA,"complete",20,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2012,7,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54923"
"324",1330,54924,"Melospiza","Melospiza melodia","M","2012-07-12","United States","Tompkins County","New York","Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca",147,NA,NA,"complete",20.5,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2012,7,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, Ellis Hollow, Durland Tract , ~8km E Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54924"
"325",1331,54936,"Melospiza","Melospiza melodia",NA,"2009-06-23","United States","Tompkins County","New York","Town of Dryden, 6.7 km SE Ithaca, 71 German Cross Road",126,193,NA,"0%",18.2999992371,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2009,6,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, 6.7 km SE Ithaca, 71 German Cross Road","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 54936"
"326",1332,55001,"Melospiza","Melospiza melodia","M","2012-11-07","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road",NA,NA,NA,"complete",19,"muscle (RNAlater); tissue (frozen); heart (RNAlater); brain (RNAlater); brain (RNAlater); kidney (RNAlater); study skin","skin_study",NA," tissue (frozen)",NA,NA,2012,11,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55001"
"327",1333,55002,"Melospiza","Melospiza melodia","F","2012-11-07","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road",NA,NA,NA,"0%",18,"liver (RNAlater); tissue (frozen); study skin; muscle (RNAlater); eye (RNAlater); heart (RNAlater); brain (RNAlater); kidney (RNAlater)","skin_study",NA," tissue (frozen)",NA,NA,2012,11,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55002"
"328",1334,55013,"Setophaga","Setophaga coronata","M","2010-05-01","United States","Monroe County","New York","Town of Greece, 6 miles East of Hilton, Edgemere Drive",130,218,NA,"complete",14.6000003815,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2010,5,2010,"CUMV","Passeriformes","Parulidae","United States New York Monroe County Town of Greece, 6 miles East of Hilton, Edgemere Drive","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55013"
"329",1335,55024,"Catharus","Catharus guttatus","M","2010-04-07","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",160,275,NA,"complete",27,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2010,4,2010,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55024"
"330",1336,55045,"Setophaga","Setophaga coronata","M","2011-04-25","United States","Tompkins County","New York","Town of Caroline, Brooktondale",128,221,NA,"complete",15.5,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2011,4,2010,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Town of Caroline, Brooktondale","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55045"
"331",1337,55048,"Melospiza","Melospiza melodia","M","2012-11-07","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road",152.5,189,NA,"complete",21.6499996185,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2012,11,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55048"
"332",1338,55051,"Melospiza","Melospiza melodia","F","2013-04-16","United States","Tompkins County","New York","Dryden, Meadowlark Drive",135,196,NA,"complete",17,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2013,4,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Dryden, Meadowlark Drive","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55051"
"333",1339,55161,"Melospiza","Melospiza melodia","M","2013-06-26","United States","Montgomery County","Maryland","Silver Springs",NA,NA,NA,NA,19.6000003815,"whole organism (ethanol)",NA,NA,NA,NA,"fluid_full",2013,6,2010,"CUMV","Passeriformes","Passerellidae","United States Maryland Montgomery County Silver Springs","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55161"
"334",1340,55162,"Melospiza","Melospiza melodia","M","2013-06-26","United States","Montgomery County","Maryland","Silver Springs",NA,NA,NA,NA,18.5,"whole organism (ethanol)",NA,NA,NA,NA,"fluid_full",2013,6,2010,"CUMV","Passeriformes","Passerellidae","United States Maryland Montgomery County Silver Springs","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55162"
"335",1343,55169,"Setophaga","Setophaga coronata","M","2013-05-15","United States","Hamilton County","New York","Adirondack Park, ~18 miles W Long Lake, Shingle Shanty Preserve, IP Access Road, 3.3 mi. E county line",NA,NA,NA,"complete",12,"study skin; tissue (frozen); muscle (RNAlater); kidney (RNAlater); brain (RNAlater); liver (RNAlater); eye (RNAlater); gonad (RNAlater); heart (RNAlater)","skin_study",NA," tissue (frozen)",NA,NA,2013,5,2010,"CUMV","Passeriformes","Parulidae","United States New York Hamilton County Adirondack Park, ~18 miles W Long Lake, Shingle Shanty Preserve, IP Access Road, 3.3 mi. E county line","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55169"
"336",1344,55173,"Catharus","Catharus guttatus","M","2013-05-14","United States","Herkimer County","New York","Adirondack Park, ~18 miles W Long Lake, Shingle Shanty Preserve, NW shore of Thayer Lake - Camp",180.5,239,NA,"complete",29.5,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2013,5,2010,"CUMV","Passeriformes","Turdidae","United States New York Herkimer County Adirondack Park, ~18 miles W Long Lake, Shingle Shanty Preserve, NW shore of Thayer Lake - Camp","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55173"
"337",1345,55183,"Setophaga","Setophaga coronata","F","2013-05-15","United States","Hamilton County","New York","Adirondack Park, ~18 miles W Long Lake, Shingle Shanty Preserve, IP Access Road, 3.5 mi. E county line",135,181,NA,"complete",11,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2013,5,2010,"CUMV","Passeriformes","Parulidae","United States New York Hamilton County Adirondack Park, ~18 miles W Long Lake, Shingle Shanty Preserve, IP Access Road, 3.5 mi. E county line","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55183"
"338",1346,55199,"Catharus","Catharus guttatus","M","2013-05-16","United States","Hamilton County","New York","Shingle Shanty Preserve, ~18 miles W Long Lake",NA,NA,NA,"complete",31.5,"study skin; tissue (frozen); muscle (RNAlater); kidney (RNAlater); brain (RNAlater); liver (RNAlater); eye (RNAlater); gonad (RNAlater); heart (RNAlater)","skin_study",NA," tissue (frozen)",NA,NA,2013,5,2010,"CUMV","Passeriformes","Turdidae","United States New York Hamilton County Shingle Shanty Preserve, ~18 miles W Long Lake","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55199"
"339",1347,55209,"Setophaga","Setophaga coronata","F","2013-05-16","United States","Hamilton County","New York","Shingle Shanty Preserve, ~18 miles W Long Lake, N of IP Access Road 3.4 mi. E Herkimer County line - Mist Net Site 2",130,209,NA,"complete",11.25,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2013,5,2010,"CUMV","Passeriformes","Parulidae","United States New York Hamilton County Shingle Shanty Preserve, ~18 miles W Long Lake, N of IP Access Road 3.4 mi. E Herkimer County line - Mist Net Site 2","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55209"
"340",1348,55212,"Melospiza","Melospiza melodia","F","2012-06-03","United States","Tompkins County","New York","Enfield Township,  Van Dorn Road N, 0.25 mi. N Route 79",NA,NA,NA,"complete",21.7000007629,"skeleton",NA,"skel_full",NA,NA,NA,2012,6,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Enfield Township,  Van Dorn Road N, 0.25 mi. N Route 79","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55212"
"341",1349,55222,"Melospiza","Melospiza melodia","F","2011-05-04","United States","Tompkins County","New York","Town of Dryden, 6.7 km SE Ithaca, 71 German Cross Road",NA,NA,NA,NA,20,"skeleton; tissue (frozen)",NA,"skel_full"," tissue (frozen)",NA,NA,2011,5,2010,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, 6.7 km SE Ithaca, 71 German Cross Road","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55222"
"342",1350,55229,"Setophaga","Setophaga coronata","F","2004-05-13","United States","Monroe County","New York","Town of Greece, ~6.75 km NE Hilton, Braddock Bay Bird Observatory",121,164,NA,NA,12.8999996185,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2004,5,2000,"CUMV","Passeriformes","Parulidae","United States New York Monroe County Town of Greece, ~6.75 km NE Hilton, Braddock Bay Bird Observatory","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 55229"
